Element;X;Y;Z;XY;YZ;XZ
163;98.1872;-91.4508;-17.4345;19.5300;0.3001;-4.2210
164;50.2523;-138.1025;-60.6694;13.5834;6.8468;3.9454
165;46.9522;-140.4293;-50.7467;-0.8484;8.6532;7.9746
166;53.8977;-129.9593;-47.1165;10.0326;4.2580;2.3518
167;-14.4558;-193.8158;-107.8006;3.0841;-4.4331;-2.4448
168;-34.5118;-209.1280;-101.2984;10.2546;-1.8714;-10.2409
169;-59.9578;-236.9068;-136.1828;15.5539;-0.2924;-17.6582
170;-23.0985;-204.3988;-104.2752;10.5354;-1.8833;-9.6652
171;-27.7782;-208.7452;-111.4529;6.4630;-7.9330;-9.3108
172;-22.7699;-201.7567;-111.8718;10.6049;-12.7711;-15.8034
173;-29.8237;-208.8978;-122.5163;12.8998;-12.4942;-13.9335
174;-17.1009;-194.2567;-107.3723;11.7192;-17.2283;-14.2127
175;-10.5345;-182.8268;-100.0753;16.7837;-19.8814;-16.5222
176;-29.2699;-198.1555;-117.3309;23.8755;-16.2600;-14.6692
177;-4.6573;-176.3687;-90.6476;20.9767;-18.4783;-11.9580
178;-27.2603;-197.4118;-109.6175;26.5315;-17.1641;-9.9542
179;-33.5567;-202.5884;-117.3401;29.2431;-10.9348;-13.6912
180;-27.1380;-193.0446;-107.5824;31.7042;-10.4176;-9.3884
181;-27.4332;-190.5555;-106.1214;29.8997;-10.0774;-8.0043
182;-59.2241;-219.1248;-138.8244;23.9749;-7.9695;-9.1671
183;-39.4307;-197.8087;-115.8734;8.6835;-4.9880;-6.3156
186;-33.8093;-227.3263;-142.4527;11.3405;-0.8038;-1.2816
187;79.7018;-108.2081;-30.0714;16.3403;3.0153;0.7643
188;-19.6091;-204.3618;-125.3193;0.3948;-1.5433;-2.8500
189;-12.4460;-194.1171;-97.8583;10.4019;-8.1030;4.0996
190;-33.2297;-215.2832;-110.0120;0.6577;-3.6485;-3.8068
191;-26.4914;-207.3142;-112.7458;-2.3808;-1.4103;2.1292
192;-27.5300;-208.4497;-110.6019;8.6522;1.8010;1.2609
193;-18.4201;-199.9388;-105.4356;7.7511;2.4877;-8.6285
194;-3.0939;-181.8783;-95.7918;7.3474;-2.4867;-10.8387
195;-22.8589;-204.4276;-119.1112;8.7340;-6.4839;-7.7618
196;3.3238;-176.2927;-91.3030;13.5746;-8.5063;-5.6491
197;-14.9750;-194.1360;-105.9184;14.8070;-9.1612;-8.8328
198;-15.7845;-192.9251;-105.8122;19.8992;-6.7429;-8.1603
199;5.3147;-168.2439;-85.1482;27.4678;-3.9607;-6.6998
200;-21.5386;-198.1534;-115.9208;22.2843;-4.0911;-4.8499
201;-29.6949;-204.6932;-120.2183;25.2032;-5.7070;-1.3809
202;4.6897;-165.2009;-79.4535;32.2999;-5.0322;-4.1226
203;-27.3248;-194.6412;-111.1043;33.3325;-3.5604;-5.0869
204;-40.8612;-207.2589;-122.5121;30.1629;-4.2243;-2.8027
205;-47.0411;-208.8663;-122.3395;25.7904;-7.2134;-1.1707
206;-67.5302;-229.2938;-142.6750;2.7510;-5.7942;-4.1204
209;-72.2874;-266.2467;-180.7916;8.8792;0.0813;0.2103
210;65.5118;-118.2937;-37.0577;20.0642;-5.2096;4.5293
211;3.4482;-180.5906;-109.0550;3.5693;-6.9023;4.8998
212;17.7110;-165.5926;-72.9089;8.8679;3.2281;-6.8813
213;-39.2588;-220.9917;-117.1535;-3.2155;5.7800;1.0975
214;-33.8395;-213.7852;-114.0009;1.3069;2.0099;-2.8260
215;-52.1427;-232.2524;-137.8700;10.1714;-3.0318;-0.1197
216;4.9579;-177.5070;-91.6254;3.1424;-0.0388;6.4749
217;3.2290;-178.9383;-89.0979;3.8340;5.6409;8.1367
218;-15.8907;-196.4649;-103.9685;9.4229;7.6698;4.7413
219;1.5805;-178.4182;-90.4574;13.4994;8.3774;6.6072
220;-17.7914;-196.0767;-105.0324;12.6048;9.6235;6.9360
221;-7.3143;-184.6791;-91.8261;20.0646;5.8410;6.8672
222;-18.9083;-193.2266;-109.6928;26.5934;4.6948;3.9112
223;-9.3112;-185.5702;-101.5202;23.2689;4.9180;3.1315
224;-45.9021;-219.5644;-131.4346;28.0480;2.4193;1.4035
225;0.1432;-168.8725;-83.2640;33.5094;-0.3210;5.7639
226;-13.1019;-181.3806;-96.6259;32.0968;2.6441;6.0859
227;-16.5167;-183.6329;-98.9729;28.4463;6.6584;4.9992
228;-57.1253;-218.2386;-134.2410;26.8944;6.4712;2.8305
229;-72.4078;-234.4326;-148.4301;3.7193;3.4932;0.9166
232;125.6994;-66.3498;22.6023;15.9549;-0.2983;-3.7418
233;29.4131;-157.1419;-77.4644;17.2768;-2.2684;-11.9682
234;5.0109;-177.1562;-82.6066;4.9359;-7.4358;-23.3239
235;41.7026;-139.9561;-45.9381;8.7004;-12.9265;-10.1544
236;-18.6713;-198.1763;-107.8218;-2.4616;-7.1295;6.5298
237;-66.3904;-244.3495;-144.4747;3.4174;-0.8780;8.3051
238;-27.3055;-205.1259;-107.3480;12.1514;5.5910;3.2873
239;-36.8274;-218.7391;-113.6259;5.3799;3.8579;5.8829
240;-42.9378;-224.8484;-127.3325;3.4740;4.1425;7.4476
241;-32.7615;-213.7330;-122.4083;10.9298;8.1118;12.4579
242;-25.6317;-205.2387;-111.5396;12.7236;10.9406;13.4345
243;-32.3480;-209.7678;-119.4076;12.7739;15.5604;14.2980
244;-20.7379;-195.0653;-111.6424;15.3399;18.3869;15.2396
245;-12.6306;-185.0669;-100.6436;22.3898;16.3295;13.6533
246;-12.8231;-184.1178;-98.6940;24.5922;16.1422;13.3473
247;-17.9622;-188.1940;-103.6786;26.8497;15.7064;11.9986
248;-14.6627;-182.8027;-93.9464;31.2246;10.8663;11.8126
249;-32.7739;-199.4274;-113.0460;29.6268;12.7571;10.8019
250;-38.5019;-202.0674;-121.8381;28.8003;11.9708;7.1090
