Element;X;Y;Z;XY;YZ;XZ
163;1.0440;-1.0345;-0.0113;-0.0558;-0.0156;0.0404
164;1.0585;-1.0653;0.0047;-0.0218;-0.0398;-0.0061
165;1.0423;-1.0478;0.0029;-0.0729;-0.0557;-0.0434
166;0.9954;-0.9964;0.0000;-0.0940;-0.0669;-0.0530
167;0.9600;-0.9539;-0.0081;-0.0756;-0.0704;-0.0589
168;0.9212;-0.9165;-0.0057;-0.0286;-0.0696;-0.0708
169;0.8794;-0.8820;0.0016;0.0189;-0.0738;-0.0809
170;0.8453;-0.8468;0.0006;0.0868;-0.0810;-0.0731
171;0.8132;-0.8105;-0.0039;0.1570;-0.0883;-0.0594
172;0.7853;-0.7797;-0.0071;0.1946;-0.0883;-0.0564
173;0.7602;-0.7569;-0.0049;0.2174;-0.0865;-0.0419
174;0.7367;-0.7338;-0.0041;0.2170;-0.0832;-0.0380
175;0.7158;-0.7108;-0.0063;0.1982;-0.0816;-0.0351
176;0.6962;-0.6912;-0.0063;0.1824;-0.0844;-0.0218
177;0.6827;-0.6810;-0.0031;0.1637;-0.0878;-0.0142
178;0.6797;-0.6805;-0.0006;0.1656;-0.0918;-0.0011
179;0.7060;-0.7099;0.0026;0.1841;-0.0922;0.0150
180;0.7676;-0.7712;0.0024;0.1978;-0.0810;0.0165
181;0.8569;-0.8558;-0.0020;0.2181;-0.0646;0.0294
182;0.9858;-0.9824;-0.0043;0.2694;-0.0356;0.0444
183;1.1520;-1.1377;-0.0180;0.4792;0.0100;0.0579
186;1.0481;-1.0174;-0.0324;-0.0502;-0.0045;0.0000
187;1.0606;-1.0395;-0.0235;-0.0180;-0.0199;0.0207
188;1.0328;-1.0226;-0.0118;-0.0748;-0.0292;0.0037
189;0.9909;-0.9857;-0.0065;-0.1035;-0.0290;-0.0172
190;0.9580;-0.9582;-0.0010;-0.0715;-0.0277;-0.0158
191;0.9206;-0.9180;-0.0036;-0.0025;-0.0264;-0.0059
192;0.8784;-0.8691;-0.0106;0.0544;-0.0228;0.0051
193;0.8399;-0.8319;-0.0094;0.1052;-0.0253;-0.0124
194;0.8099;-0.8080;-0.0027;0.1682;-0.0277;-0.0281
195;0.7834;-0.7800;-0.0044;0.2116;-0.0264;-0.0338
196;0.7583;-0.7524;-0.0068;0.2291;-0.0264;-0.0341
197;0.7389;-0.7386;-0.0018;0.2207;-0.0273;-0.0329
198;0.7164;-0.7179;0.0001;0.2107;-0.0306;-0.0265
199;0.6983;-0.7024;0.0027;0.1888;-0.0298;-0.0219
200;0.6837;-0.6911;0.0062;0.1810;-0.0311;-0.0063
201;0.6822;-0.6912;0.0074;0.1934;-0.0317;0.0063
202;0.7083;-0.7149;0.0054;0.2055;-0.0281;0.0013
203;0.7730;-0.7767;0.0024;0.1901;-0.0277;0.0059
204;0.8760;-0.8755;-0.0015;0.1678;-0.0178;0.0079
205;1.0023;-0.9901;-0.0137;0.1891;-0.0032;-0.0133
206;1.1728;-1.1441;-0.0312;0.4339;0.0115;-0.0455
209;1.0482;-1.0240;-0.0256;-0.0515;0.0063;0.0045
210;1.0608;-1.0419;-0.0214;-0.0265;0.0151;-0.0102
211;1.0264;-1.0157;-0.0126;-0.0809;0.0236;0.0150
212;0.9859;-0.9799;-0.0074;-0.0989;0.0251;0.0252
213;0.9551;-0.9562;0.0000;-0.0633;0.0257;0.0158
214;0.9207;-0.9202;-0.0016;0.0038;0.0251;0.0025
215;0.8798;-0.8709;-0.0105;0.0566;0.0268;-0.0005
216;0.8394;-0.8292;-0.0108;0.1035;0.0294;0.0083
217;0.8095;-0.8052;-0.0054;0.1618;0.0288;0.0225
218;0.7861;-0.7829;-0.0045;0.2073;0.0264;0.0322
219;0.7614;-0.7535;-0.0090;0.2280;0.0277;0.0316
220;0.7406;-0.7351;-0.0066;0.2183;0.0287;0.0261
221;0.7175;-0.7197;0.0008;0.2029;0.0259;0.0203
222;0.6989;-0.7030;0.0030;0.1819;0.0233;0.0113
223;0.6852;-0.6911;0.0043;0.1752;0.0241;0.0001
224;0.6829;-0.6913;0.0071;0.1933;0.0265;-0.0087
225;0.7069;-0.7135;0.0057;0.2088;0.0300;-0.0055
226;0.7701;-0.7718;0.0005;0.1901;0.0292;-0.0204
227;0.8786;-0.8748;-0.0052;0.1653;0.0143;-0.0249
228;1.0064;-0.9981;-0.0099;0.1924;0.0035;-0.0036
229;1.1726;-1.1497;-0.0258;0.4337;-0.0079;0.0419
232;1.0375;-1.0324;-0.0065;-0.0653;0.0228;-0.0339
233;1.0523;-1.0647;0.0106;-0.0299;0.0355;-0.0046
234;1.0285;-1.0389;0.0078;-0.0810;0.0492;0.0319
235;0.9886;-0.9943;0.0041;-0.0959;0.0622;0.0558
236;0.9542;-0.9483;-0.0073;-0.0810;0.0692;0.0702
237;0.9194;-0.9138;-0.0067;-0.0362;0.0706;0.0740
238;0.8766;-0.8805;0.0026;0.0100;0.0742;0.0761
239;0.8403;-0.8400;-0.0013;0.0762;0.0796;0.0608
240;0.8132;-0.8057;-0.0082;0.1422;0.0834;0.0447
241;0.7880;-0.7823;-0.0071;0.1854;0.0855;0.0429
242;0.7631;-0.7605;-0.0041;0.2089;0.0893;0.0330
243;0.7394;-0.7338;-0.0068;0.2125;0.0875;0.0297
244;0.7171;-0.7117;-0.0067;0.1939;0.0818;0.0281
245;0.6975;-0.6934;-0.0058;0.1749;0.0793;0.0228
246;0.6863;-0.6813;-0.0065;0.1586;0.0851;0.0139
247;0.6810;-0.6809;-0.0017;0.1768;0.0902;0.0041
248;0.7047;-0.7102;0.0040;0.1958;0.0892;-0.0080
249;0.7673;-0.7665;-0.0017;0.2038;0.0770;0.0029
250;0.8658;-0.8608;-0.0056;0.2226;0.0524;-0.0057
251;0.9975;-0.9897;-0.0084;0.2767;0.0255;-0.0182
252;1.1538;-1.1387;-0.0177;0.4899;-0.0072;-0.0378
301;0.9811;-0.9773;-0.0068;-0.7376;-0.0298;-0.0106
302;0.9587;-0.9614;0.0008;-0.6144;-0.0394;-0.0267
303;0.9560;-0.9638;0.0059;-0.4885;-0.0536;-0.0336
304;0.9641;-0.9739;0.0069;-0.4459;-0.0599;-0.0591
305;0.9554;-0.9594;0.0033;-0.4462;-0.0677;-0.0834
306;0.9584;-0.9584;-0.0021;-0.4196;-0.0741;-0.0790
307;0.9556;-0.9566;-0.0011;-0.4015;-0.0775;-0.0718
308;0.9292;-0.9325;0.0019;-0.3833;-0.0746;-0.0559
309;0.8955;-0.8951;-0.0019;-0.3554;-0.0660;-0.0354
310;0.8643;-0.8670;0.0010;-0.3013;-0.0690;-0.0208
311;0.8352;-0.8428;0.0063;-0.2243;-0.0764;-0.0003
