Element;X;Y;Z;XY;YZ;XZ
163;-455.0562;-610.6206;-536.3312;55.6932;-14.9215;28.8065
164;-356.6698;-515.5914;-447.6510;55.5953;21.0780;15.8573
165;45.4730;-125.3024;-50.4060;51.1907;14.3408;-7.3783
166;43.6793;-154.5864;-74.0363;-11.4378;9.1659;7.1463
167;-30.0418;-226.8255;-141.1230;21.4919;3.3373;-0.8104
168;8.5907;-193.3302;-97.7743;0.3631;-1.6361;-1.6647
169;25.7717;-175.0532;-78.8724;-9.0273;-3.8092;-4.8689
170;-40.3857;-241.1965;-144.3641;-3.2715;-0.9298;-5.9150
171;-90.7980;-291.3737;-193.9267;-0.1665;-0.0332;-3.0442
172;71.2300;-127.7708;-40.5532;1.2013;-2.0227;-6.8263
173;-114.8387;-313.8119;-213.1797;-3.9887;-1.9791;-4.8750
174;-43.6036;-241.1327;-129.0010;8.1008;2.1560;-1.6722
175;-24.4638;-222.8345;-124.8216;-2.1000;1.0047;-2.9646
176;-84.5650;-282.3932;-187.6291;-4.8796;-3.0736;-0.1655
177;-86.3248;-284.3553;-178.1599;-3.8296;0.9171;-4.4543
178;2.9975;-193.3591;-91.6356;-15.7532;-1.5069;-0.8952
179;-97.0159;-286.5857;-189.2816;-31.0673;-9.1952;-0.8704
180;-8.9549;-197.3173;-99.3299;-34.6699;-11.0760;0.7665
181;-49.9204;-235.8655;-149.8872;-34.7131;-18.0471;-4.1754
182;-52.2808;-173.5750;-111.4023;-67.2156;-26.4896;35.4667
183;-359.2217;-490.6788;-359.2548;-59.9380;-28.5380;-2.3884
186;-499.3301;-626.0400;-622.4008;65.5305;3.6409;26.4259
187;-205.9470;-387.2521;-322.7533;38.4453;-16.8546;-0.5670
188;-97.4195;-274.7581;-203.6162;47.3600;0.4299;0.7283
189;11.1727;-184.0007;-106.0005;21.7532;7.1076;-5.7944
190;-59.7265;-253.4944;-173.8076;26.8282;1.3499;-1.2959
191;37.0374;-161.8876;-80.4374;11.6432;-3.2033;0.9285
192;-13.9918;-211.9174;-121.6720;-17.3129;-3.6504;5.2008
193;31.7021;-168.2168;-70.9973;-8.1941;-2.9102;4.4888
194;35.3844;-164.3177;-71.6035;-4.8101;-1.6739;5.6230
195;2.2226;-196.8228;-107.1949;5.7365;-2.2312;2.8934
196;-56.6161;-255.0774;-168.1311;2.8561;-1.0387;3.4778
197;24.6686;-172.6016;-83.2160;10.5780;1.0748;3.8805
198;-89.4401;-287.8108;-193.7049;-2.8715;1.9249;0.2352
199;-3.7180;-201.5858;-107.5961;-0.7247;2.8808;-4.5736
200;-151.9443;-349.1171;-248.9485;-9.6417;0.7660;-3.2221
201;3.2841;-194.8992;-91.2504;-6.9917;-0.9255;-0.9698
202;-132.2988;-327.1834;-220.6244;-21.7215;0.4137;-4.1704
203;-25.5039;-217.9705;-108.5122;-28.6315;0.1595;-2.2267
204;17.4578;-176.9223;-72.1690;-26.2531;2.5605;-6.8973
205;-134.4786;-267.8819;-192.8213;-74.3829;-1.1091;-11.9018
206;-77.8932;-204.8550;-130.5135;-71.2635;2.8824;-31.7047
209;-487.3583;-590.8999;-598.0200;74.7577;-23.3209;-14.9546
210;-244.7914;-421.5113;-382.9300;38.3474;7.5863;-5.5990
211;-97.9169;-277.8245;-206.4316;43.4184;-0.3801;-8.4493
212;-25.1240;-220.6493;-135.4343;24.0982;-3.0057;-2.9251
213;-8.0345;-199.7563;-109.0605;30.5041;-2.4070;8.5926
214;12.8287;-188.8073;-89.8027;5.4429;-3.6065;0.5835
215;9.1346;-186.2782;-95.4686;-24.8566;-1.3515;2.5367
216;51.0072;-146.5042;-67.1051;-14.3329;0.8269;2.5086
217;12.7046;-186.0581;-106.6062;-5.9887;1.3716;-1.6164
218;-35.3710;-233.6716;-141.0752;7.8668;-0.3420;-8.5514
219;-0.6071;-198.8804;-110.8652;3.0638;-5.0880;-2.1344
220;42.9146;-154.7726;-71.2858;4.7857;-2.2641;-2.1602
221;-28.9777;-227.4906;-125.4356;-0.7760;-1.0945;-1.3738
222;-17.2560;-215.1737;-113.6092;-2.0200;-1.6039;5.0060
223;-70.6857;-268.3484;-178.3878;-2.2063;1.5660;-3.9244
224;-23.8216;-220.0011;-119.0153;-15.8717;1.6571;-0.4870
225;-88.2194;-284.2362;-180.9950;-19.8872;-0.1063;1.0681
226;-80.8545;-264.5485;-166.1485;-34.9880;1.0483;-1.0166
227;28.6305;-150.2872;-42.6581;-30.4410;15.8335;5.0197
228;-110.8126;-260.8430;-153.3116;-60.6385;21.9776;5.2378
229;-222.6266;-322.4180;-277.5260;-85.4247;6.4788;19.2626
232;-468.6508;-630.8416;-562.9554;36.3416;26.6172;-38.9027
233;-310.7821;-481.2591;-401.3810;47.1401;-6.1557;-23.6175
234;-2.1886;-181.1203;-101.1705;46.3002;-5.4868;0.4476
235;70.9576;-128.1905;-40.8365;10.2249;-6.7951;9.6359
236;-111.9935;-305.7446;-208.7234;26.8290;-9.3241;4.0894
237;31.3900;-169.1595;-69.0693;-7.7927;-2.1513;5.5390
238;31.8921;-165.1401;-74.0472;-21.5234;1.0026;3.9209
239;-42.3236;-241.1472;-142.1637;-14.9513;-1.0800;4.0956
240;-36.7020;-237.0601;-137.6347;-1.6551;1.3148;4.9824
241;6.9993;-190.7984;-106.9518;5.4157;3.4018;9.2153
242;-33.5151;-230.7592;-135.3938;-1.0557;1.6093;12.1154
243;-83.8750;-281.6895;-166.5591;-1.3791;1.8817;1.4846
244;-19.0038;-216.4972;-125.3092;6.8308;2.6716;5.6608
245;-155.5968;-352.6612;-256.5408;-11.1260;1.3991;3.4420
246;-134.6048;-332.5220;-225.3123;-0.6713;4.4168;2.2020
247;59.3326;-137.3138;-40.2507;-13.4331;5.7423;4.3965
248;-86.0650;-271.9270;-179.9987;-36.1441;8.4603;3.2562
249;-27.6279;-199.7206;-112.9613;-48.5888;13.9329;-5.3214
250;-99.5437;-271.5060;-181.8766;-48.2091;14.0934;-13.5332
251;-2.1787;-142.2361;-57.3038;-61.9491;23.5358;-28.8311
252;-300.4094;-434.2690;-298.7937;-58.6265;26.8992;1.3915
301;237.0825;101.0184;190.7873;68.9363;-9.3187;24.1542
302;-23.7605;-158.2546;-90.0049;63.6762;-9.2992;39.3028
303;-367.8080;-508.5440;-437.7566;66.8608;-1.6322;27.9927
304;-212.5327;-387.0880;-292.5652;49.9775;-0.7795;8.6654
305;-107.3198;-301.8333;-205.9353;21.8566;5.4885;12.5551
306;-58.3587;-259.9292;-167.2807;3.9530;3.4343;1.0844
307;-109.4827;-310.3112;-216.5263;8.2136;0.6014;-1.0973
308;37.9626;-163.8266;-66.2335;2.0419;-2.4081;-3.8739
309;84.9678;-116.3213;-15.9310;3.9072;-2.2972;0.1061
310;-124.4713;-326.4430;-226.3906;2.8505;-1.0315;0.8447
311;133.0534;-68.8794;27.9365;-2.8358;-0.5728;-0.1112
312;-96.3344;-297.7076;-187.0099;-5.1644;-1.5789;2.8234
313;24.9306;-175.4037;-76.7163;-9.3710;-2.8621;1.0368
314;-21.6152;-217.9584;-128.4836;-21.6433;-1.9182;1.6459
315;-50.5865;-250.0229;-150.3934;-15.2110;1.2761;-1.5387
316;-116.7612;-301.5649;-211.7998;-40.2877;4.5977;-2.7138
317;-83.6348;-241.6431;-159.2707;-61.9134;8.2933;-6.2452
318;-203.2414;-339.2135;-257.8967;-73.8842;6.6891;-4.8340
319;-104.0872;-189.1772;-146.2743;-90.6424;-12.1574;5.8620
320;-146.7601;-277.2520;-176.2390;-74.1965;3.6078;2.5969
321;-11.3267;-109.0927;25.8096;-56.5459;-30.2350;-31.8601
324;365.4520;243.9968;245.1086;63.3118;-17.1261;31.1900
325;-44.0411;-170.7431;-157.3867;66.4827;-4.4689;28.0042
326;-207.6853;-333.6956;-292.3173;76.2286;-5.3883;10.3714
327;-142.3099;-332.7439;-261.3552;29.8880;-5.0579;5.8237
328;-26.8053;-223.6341;-140.7499;17.1181;2.2629;8.6610
329;-145.0672;-345.1664;-252.5171;8.1471;3.6750;4.0312
330;-39.7642;-236.3880;-143.6798;22.9804;-2.1221;0.1667
331;-28.5850;-229.6231;-132.6229;3.2744;-5.0621;-4.0114
332;-41.7293;-243.6651;-144.2192;0.5737;-2.2527;-2.7635
333;-34.9262;-236.9115;-138.5713;-0.5329;0.9805;2.2873
