Element;X;Y;Z;XY;YZ;XZ
163;234.9085;57.0986;143.5187;32.9456;-29.8188;18.1000
164;71.2667;-120.3543;-17.1997;23.4756;-18.3326;11.1135
165;137.0236;-53.6136;39.9687;23.8843;-23.1885;-3.6773
166;24.7709;-166.9768;-79.5899;-0.2418;-31.4907;0.9033
167;89.1983;-106.2199;-23.3005;-8.5025;-18.3003;-2.5106
168;29.8006;-160.1849;-96.3915;-15.9614;-12.6142;0.8803
169;103.5714;-67.1452;-26.3595;-31.2730;-25.9497;4.5782
170;30.7593;-139.3256;-95.8339;-5.7319;-37.7284;6.9261
171;12.0126;-140.9300;-118.6034;41.8326;-26.6593;15.3622
172;109.7910;-43.5879;-67.3458;-11.4751;-12.2266;11.7064
173;136.7638;11.3136;1.1453;-39.6460;-39.8318;24.0544
174;96.1394;-13.8436;-33.4293;28.6437;-52.3688;33.4145
175;70.1522;-54.5395;-102.6568;-13.0553;-37.1778;3.9854
176;125.3039;-16.1931;-34.4509;-26.3394;-17.0599;31.0073
177;254.4044;110.0860;79.0551;5.9665;-15.4569;24.6847
178;80.1691;-50.6011;-54.5715;-57.4296;-20.1588;10.1100
179;184.6804;26.5250;42.8560;-38.0708;-29.5197;0.0829
180;12.8981;-145.0986;-133.7457;-32.9491;-34.3650;0.1990
181;118.5958;8.5600;-2.3200;-37.5552;-63.2423;-9.8999
182;147.3293;-2.3835;69.1472;-12.2190;-62.3525;-8.7648
183;-81.7991;-266.1467;-146.0791;-33.8039;-10.3185;8.6884
186;155.1239;-27.1840;77.6407;39.7253;-12.4804;4.1651
187;-3.8783;-191.4238;-85.6867;36.7329;-2.3708;1.2592
188;-66.5348;-261.0606;-148.0666;24.1790;-0.8980;0.3155
189;221.0190;24.2000;141.5191;-16.3231;-8.3430;-1.1028
190;-65.9265;-257.6241;-140.2075;-14.4176;-13.0953;0.3815
191;83.2826;-103.8478;26.3315;-13.8374;-14.1493;1.8882
192;17.2590;-159.5663;-14.9125;-9.8194;-15.5747;-14.9535
