Element;X;Y;Z;XY;YZ;XZ
163;-31.5574;-169.8811;-61.3393;-59.4049;-7.5007;-9.1770
164;-56.5988;-208.3691;-112.3202;-49.5596;-15.1903;-16.6437
165;-31.9737;-206.9532;-115.4059;-29.7860;-8.7393;-14.6582
166;-38.5734;-217.9296;-126.8278;-18.7251;-6.7605;-10.1936
167;-14.5156;-195.7177;-106.1672;-16.7185;-1.6756;-2.2617
168;-40.0845;-224.2999;-128.1212;-7.1372;2.4321;-2.7524
169;-15.5978;-199.3040;-103.1470;-12.5572;0.0445;-6.0681
170;14.4867;-169.8402;-77.9078;2.3840;-1.7798;-7.6133
171;10.4090;-172.6258;-79.9513;3.3878;-4.9920;-6.6222
172;30.0713;-152.0973;-61.0995;6.9778;-8.8311;-6.7658
173;17.2311;-162.7033;-71.2024;10.4728;-11.3167;-8.1528
174;5.6114;-171.9026;-82.8282;15.7863;-11.8653;-9.6297
175;-0.3745;-177.3965;-89.5070;20.3650;-9.0166;-6.8654
176;-6.0138;-180.8053;-93.3979;25.3640;-6.6149;-6.6002
177;-15.7163;-182.5705;-99.3748;36.3765;-6.7235;-6.0979
178;-14.1643;-180.6531;-96.5446;36.4212;-6.2271;-6.6379
179;-9.6053;-176.3063;-94.9200;34.9302;-5.4337;-9.2001
180;-33.2765;-200.3207;-118.2360;32.4298;-6.1756;-7.3116
181;-4.1182;-169.0125;-86.0012;32.7269;-6.9379;-6.5953
182;-53.0932;-218.6617;-135.2417;26.0821;-5.1980;-5.9170
183;-19.8399;-186.2314;-104.5088;19.7333;-2.9994;-1.4249
186;-1.9063;-141.2693;-76.0013;-64.6377;-2.3396;-1.2566
187;-64.5420;-217.8834;-128.7133;-53.0226;-1.5037;-0.2378
188;-50.5065;-225.9017;-127.6588;-32.7757;-5.4676;-3.8551
189;-31.6735;-213.5982;-116.9150;-20.7973;-2.8471;-0.4914
190;-21.8201;-201.6625;-109.8124;-21.7030;-1.2269;-3.7866
191;15.2608;-169.3981;-80.1640;-7.5198;-1.7202;-0.2873
192;-24.7129;-207.2265;-116.2976;-14.8987;-4.5230;0.2731
193;4.9954;-179.3143;-85.3154;-1.3279;-3.0929;-2.5372
194;7.1346;-176.8190;-84.6448;4.0677;-2.0696;-2.6261
195;26.2161;-156.2831;-65.1604;8.6691;-3.4856;-4.5478
196;19.1059;-162.0461;-70.0698;10.5226;-3.7677;-3.9273
197;5.4411;-174.7288;-84.4433;14.8295;-2.6145;-2.9909
198;-2.9758;-180.4564;-92.1435;22.2710;-1.2253;-2.6286
