Element;X;Y;Z;XY;YZ;XZ
163;-237.2018;-424.8762;-336.2720;33.2651;-14.6120;-8.5855
164;0.8040;-189.6103;-91.8478;32.5134;-8.2241;4.1227
165;6.8057;-185.0748;-86.6376;31.3246;-4.3292;-1.3215
166;8.8937;-183.6314;-85.0445;28.9964;-1.5349;-1.1454
167;-28.3746;-221.0901;-119.5472;25.4302;-0.4944;-3.3527
168;-23.3442;-218.6890;-122.4077;18.0240;-1.8850;2.8507
169;0.9321;-193.8441;-100.7734;18.7236;-1.8689;-3.5970
170;-48.9936;-242.4200;-139.9251;21.2489;-4.9484;-1.3880
171;6.9115;-186.9688;-90.0177;19.1323;-2.4535;-7.4781
172;5.7695;-191.3157;-93.7552;7.9278;-3.2847;-4.6342
173;-16.9322;-214.3416;-114.9432;-0.9280;-2.3200;3.0255
174;-55.2353;-250.8512;-146.9340;-3.9566;-1.2120;-9.8079
175;-23.3170;-217.3182;-119.3723;-10.6865;-4.9538;-8.6884
176;-12.4065;-205.2777;-110.3166;-14.9472;-5.0152;-1.9407
177;-56.2530;-247.8533;-151.9314;-12.7021;-9.5137;-8.3373
178;-69.6580;-261.3604;-161.2027;11.8298;-7.2635;-7.9484
179;-49.2676;-239.3396;-141.6483;12.4625;3.4187;-15.8632
180;-39.3625;-226.7990;-134.3659;22.3220;8.8553;-15.0694
181;-46.2115;-238.8122;-140.1622;-0.6887;16.9120;-18.1665
182;9.4764;-165.4393;-77.8310;-43.3471;14.4564;-21.7137
183;-252.2072;-326.9339;-349.2277;-82.3522;6.5100;-27.6305
186;-244.4183;-441.7885;-340.5027;20.0020;-3.3976;7.4639
187;29.9159;-166.4098;-71.2032;23.7078;-2.3422;1.3874
188;-93.5607;-287.4713;-192.1597;28.3362;0.5445;1.9651
189;31.4864;-158.5188;-65.7724;32.6598;-0.5744;0.8053
190;5.5599;-187.5946;-96.6702;24.2341;-2.5121;0.9026
191;-7.2343;-203.6030;-102.3892;14.6711;-0.6913;-0.1048
192;-27.0459;-222.4156;-120.6035;16.8245;0.7512;-2.6873
193;56.4826;-135.0226;-44.5108;23.9121;-1.3635;5.6236
194;-14.3896;-209.8915;-114.9240;15.5465;-2.1420;1.1118
195;-6.5632;-203.6068;-100.9169;7.5503;-1.8941;-1.2279
196;-20.8824;-217.9427;-114.7784;-1.1206;0.2142;-5.8353
197;-8.4726;-204.3029;-115.5347;4.8696;-1.5193;-5.5935
