Element;X;Y;Z;XY;YZ;XZ
163;-1478.5100;-1542.3330;-1511.1619;94.6445;-14.9014;-3.1882
164;-215.6868;-342.6266;-276.5042;61.3304;-49.1462;-0.8899
165;-236.4776;-370.9345;-299.9830;67.8521;-32.6160;-4.0412
166;-12.5558;-157.4329;-80.5328;59.6917;-36.9604;-5.0181
167;-153.4828;-307.8584;-215.4761;47.8995;-43.2510;-2.9003
168;-254.5559;-419.0496;-318.9227;41.1947;-38.9901;-10.9544
169;-67.4593;-243.2037;-138.3201;39.0922;-27.0900;-11.3258
170;-47.2642;-226.9757;-133.8032;34.2669;-16.2786;-12.5551
171;207.5415;19.0354;111.1771;21.4289;-14.7140;-15.2301
172;-75.9297;-265.2235;-156.0658;16.2772;-27.0462;-6.1115
173;243.7720;65.6958;165.7044;18.1436;-38.3285;-0.3015
174;216.2873;64.7348;142.9802;35.2564;-43.0302;1.1208
175;-58.2276;-217.3488;-120.0362;27.8259;-50.6276;-1.8406
176;-1.8998;-172.4844;-74.8083;-0.3568;-51.3478;-2.1364
177;104.1117;-70.9203;10.3034;2.0500;-45.4833;20.8893
178;297.2247;132.6236;213.7289;-10.5769;-51.6754;8.3571
179;0.6413;-131.8247;-80.0229;-23.3123;-67.3521;-1.0381
180;181.7296;88.1917;112.3256;-61.0899;-60.6993;-10.1502
181;112.2559;9.0174;38.6056;-50.7235;-62.9566;-4.2047
182;250.9684;177.1177;208.1057;-89.1052;-2.6745;20.9459
183;-755.8745;-784.9577;-772.3581;-99.0147;4.0416;13.2424
186;-1386.6495;-1461.6337;-1415.6749;85.8279;-37.4875;2.6536
187;-136.2271;-287.8536;-193.1077;58.4862;-30.1386;3.4972
188;-116.7417;-257.9913;-179.9642;70.2641;-15.4233;5.2244
189;93.1705;-62.3205;24.3733;60.4101;-11.3286;-4.0145
190;-73.9585;-247.5485;-147.8547;50.2807;-9.5236;0.8097
191;80.7882;-101.5483;11.9899;32.4319;-10.6123;2.8503
192;-36.4040;-217.9853;-114.5085;41.9950;-12.0233;1.8990
193;-70.7858;-262.0009;-158.1314;25.2220;-19.8378;-3.8852
194;5.1566;-179.2274;-84.7106;32.5051;-24.1627;-8.1698
195;71.8511;-120.4538;-24.0169;12.9408;-21.3250;-18.4606
196;32.0382;-156.4023;-49.2268;17.0805;-20.0005;2.8273
197;-137.7646;-323.1629;-211.7512;17.9712;-19.9159;-14.1355
198;-23.0057;-215.1935;-117.7193;14.3224;-13.6797;-6.3937
199;176.4427;-16.7367;73.4192;8.5651;-17.2938;-0.9427
200;-124.0141;-318.1377;-219.3544;4.1035;-27.5827;2.9517
201;54.7460;-141.1854;-47.8713;3.4200;-21.7356;-4.1289
202;13.7702;-180.5031;-105.3063;-13.5243;-8.3125;-14.3184
203;76.2194;-91.8638;-60.0775;-44.8677;-3.4543;-3.9741
204;-34.1399;-111.9748;-136.3425;-84.0540;-5.5239;-16.2225
205;686.9490;620.9102;599.2336;-88.9674;-9.0076;11.1579
206;-1304.0016;-1335.0427;-1328.8475;-99.4744;-6.3954;-1.5507
209;-1343.9177;-1437.3038;-1378.6456;80.1742;31.7207;-9.2848
210;-134.2242;-285.8757;-188.6705;61.2223;23.5291;2.1546
211;16.5827;-122.7777;-32.2562;69.4672;19.3117;-3.0935
212;-3.5235;-127.4220;-51.6199;76.7978;13.3650;-2.5221
