Element;X;Y;Z;XY;YZ;XZ
163;1.3702;-1.3561;-0.0290;0.0475;-0.1451;-0.0398
164;1.3177;-1.2985;-0.0239;-0.3565;-0.1867;-0.0222
165;1.2905;-1.2857;-0.0089;-0.5593;-0.2108;-0.0354
166;1.2235;-1.2251;0.0010;-0.6114;-0.2172;-0.0247
167;1.1994;-1.2252;0.0231;-0.5931;-0.1742;-0.0209
168;1.1660;-1.2018;0.0324;-0.5384;-0.1363;-0.0128
169;1.1394;-1.1704;0.0290;-0.4623;-0.1147;0.0324
170;1.1401;-1.1600;0.0187;-0.3768;-0.1107;0.0710
171;1.1530;-1.1603;0.0090;-0.2851;-0.1191;0.1117
172;1.1619;-1.1634;0.0005;-0.1974;-0.1326;0.1410
173;1.1633;-1.1587;-0.0032;-0.1231;-0.1361;0.1552
174;1.1528;-1.1463;-0.0050;-0.0523;-0.1336;0.1495
175;1.1401;-1.1265;-0.0146;0.0204;-0.1475;0.1752
176;1.1302;-1.1058;-0.0250;0.1028;-0.1631;0.2136
177;1.1271;-1.0974;-0.0288;0.1721;-0.1768;0.2080
178;1.1362;-1.0964;-0.0372;0.2416;-0.1782;0.2058
179;1.1483;-1.1060;-0.0433;0.2737;-0.1721;0.2140
180;1.1586;-1.1128;-0.0449;0.2659;-0.1580;0.2044
181;1.1901;-1.0954;-0.0938;0.2534;-0.1392;0.2402
182;1.2709;-1.1371;-0.1320;0.2108;-0.1248;0.3100
183;1.4630;-1.3872;-0.0769;-0.0880;-0.0682;0.3494
186;1.3757;-1.4193;0.0290;0.0229;-0.0500;0.1681
187;1.2938;-1.3359;0.0387;-0.3713;-0.0683;0.0535
188;1.2573;-1.3108;0.0501;-0.5871;-0.0753;0.0507
189;1.1905;-1.2425;0.0528;-0.6379;-0.0892;0.0383
190;1.1737;-1.2212;0.0469;-0.6049;-0.0747;0.0444
191;1.1431;-1.1882;0.0453;-0.5381;-0.0572;0.0375
192;1.1166;-1.1636;0.0460;-0.4488;-0.0496;-0.0011
193;1.1166;-1.1648;0.0465;-0.3429;-0.0424;-0.0187
194;1.1263;-1.1726;0.0456;-0.2453;-0.0407;-0.0228
