Element;X;Y;Z;XY;YZ;XZ
163;0.8798;-0.8478;-0.0336;-1.2911;-0.0376;-0.0279
164;0.6371;-0.6228;-0.0142;-1.3197;-0.0831;-0.0228
165;0.4964;-0.5028;0.0074;-1.2222;-0.1007;0.0129
166;0.4388;-0.4584;0.0185;-1.0695;-0.1296;-0.0177
167;0.4452;-0.4622;0.0163;-0.9162;-0.1272;-0.0307
168;0.4517;-0.4608;0.0091;-0.7547;-0.1187;-0.0260
169;0.4714;-0.4788;0.0069;-0.5865;-0.1071;-0.0043
170;0.5098;-0.5154;0.0049;-0.4281;-0.1106;-0.0032
171;0.5510;-0.5541;0.0022;-0.2749;-0.1178;-0.0068
172;0.5790;-0.5810;0.0014;-0.1505;-0.1241;-0.0142
173;0.5924;-0.5977;0.0041;-0.0453;-0.1280;-0.0112
174;0.5891;-0.5968;0.0066;0.0477;-0.1279;-0.0150
175;0.5792;-0.5851;0.0040;0.1372;-0.1304;-0.0105
176;0.5643;-0.5673;0.0017;0.2316;-0.1368;-0.0014
177;0.5488;-0.5541;0.0044;0.3325;-0.1401;-0.0104
178;0.5436;-0.5479;0.0048;0.4556;-0.1402;-0.0230
179;0.5443;-0.5453;0.0018;0.5723;-0.1360;-0.0280
180;0.5536;-0.5574;0.0043;0.6542;-0.1180;-0.0430
181;0.6235;-0.6069;-0.0165;0.7081;-0.0962;-0.0607
182;0.7633;-0.7156;-0.0475;0.8682;-0.0751;0.0031
183;0.9369;-0.9152;-0.0230;1.1781;-0.0451;0.1462
186;0.8851;-0.8494;-0.0353;-1.2899;0.0372;0.1032
187;0.6012;-0.5905;-0.0119;-1.3047;-0.0072;0.0453
188;0.4632;-0.4654;0.0041;-1.2125;-0.0280;0.0349
189;0.4274;-0.4435;0.0157;-1.0580;-0.0414;0.0182
190;0.4336;-0.4493;0.0154;-0.9129;-0.0428;0.0138
191;0.4369;-0.4534;0.0167;-0.7515;-0.0450;0.0011
192;0.4535;-0.4688;0.0157;-0.5837;-0.0458;-0.0199
193;0.4925;-0.5050;0.0127;-0.4117;-0.0463;-0.0320
194;0.5325;-0.5444;0.0119;-0.2613;-0.0443;-0.0232
195;0.5629;-0.5762;0.0129;-0.1379;-0.0439;-0.0179
196;0.5803;-0.5936;0.0126;-0.0358;-0.0503;-0.0184
197;0.5786;-0.5913;0.0125;0.0541;-0.0519;-0.0126
198;0.5675;-0.5764;0.0084;0.1501;-0.0482;-0.0206
199;0.5558;-0.5595;0.0035;0.2476;-0.0463;-0.0216
200;0.5382;-0.5430;0.0047;0.3464;-0.0410;-0.0134
201;0.5253;-0.5340;0.0087;0.4559;-0.0338;-0.0051
202;0.5184;-0.5305;0.0123;0.5607;-0.0269;-0.0153
