Element;X;Y;Z;XY;YZ;XZ
163;1.2692;-1.2457;-0.0261;0.0634;-0.1353;0.1605
164;1.2430;-1.2358;-0.0126;-0.2754;-0.1435;0.1206
165;1.2104;-1.2028;-0.0067;-0.4873;-0.1617;0.0599
166;1.2058;-1.2179;0.0101;-0.5797;-0.1527;0.0390
167;1.2049;-1.2195;0.0138;-0.6105;-0.1331;0.0136
168;1.2053;-1.2085;0.0029;-0.5628;-0.1195;0.0439
169;1.2043;-1.2151;0.0102;-0.4920;-0.1061;0.0792
170;1.2003;-1.2117;0.0109;-0.4227;-0.0961;0.1283
171;1.1993;-1.1978;-0.0022;-0.3648;-0.0993;0.1829
172;1.1976;-1.1964;-0.0019;-0.3005;-0.1040;0.2376
173;1.1864;-1.1904;0.0041;-0.2339;-0.1113;0.2708
174;1.1846;-1.1857;0.0020;-0.1691;-0.1177;0.2884
175;1.1917;-1.1960;0.0042;-0.1081;-0.1231;0.2926
176;1.2014;-1.2053;0.0047;-0.0483;-0.1402;0.2617
177;1.2264;-1.2179;-0.0043;0.0112;-0.1531;0.2205
178;1.2562;-1.2515;-0.0026;0.0624;-0.1556;0.1688
179;1.2879;-1.2910;0.0050;0.0982;-0.1546;0.0640
180;1.3234;-1.3154;-0.0068;0.1145;-0.1414;-0.0776
181;1.3586;-1.3010;-0.0574;0.0792;-0.1311;-0.2553
182;1.4568;-1.3423;-0.1150;-0.0392;-0.1079;-0.3476
183;1.6420;-1.4710;-0.1764;-0.0973;-0.0218;-0.4653
186;1.2596;-1.2543;-0.0082;0.0276;-0.0340;-0.0199
187;1.2285;-1.2251;-0.0079;-0.3140;-0.0531;0.0165
188;1.1957;-1.1939;-0.0011;-0.5173;-0.0665;0.0539
189;1.1917;-1.2074;0.0145;-0.5941;-0.0629;0.0497
190;1.1914;-1.2248;0.0321;-0.5998;-0.0494;0.0454
191;1.1996;-1.2404;0.0398;-0.5614;-0.0483;0.0412
192;1.2036;-1.2417;0.0379;-0.5033;-0.0321;0.0685
193;1.1923;-1.2291;0.0357;-0.4306;-0.0271;0.0825
194;1.1821;-1.2213;0.0390;-0.3610;-0.0338;0.0665
195;1.1772;-1.2111;0.0322;-0.2865;-0.0408;0.0510
196;1.1726;-1.1960;0.0233;-0.2118;-0.0517;0.0437
197;1.1752;-1.1923;0.0168;-0.1364;-0.0507;0.0286
198;1.1817;-1.1875;0.0069;-0.0689;-0.0436;0.0235
199;1.1814;-1.1789;-0.0036;-0.0141;-0.0499;0.0199
200;1.1974;-1.1789;-0.0150;0.0388;-0.0591;0.0050
201;1.2308;-1.2040;-0.0274;0.0824;-0.0559;-0.0031
202;1.2595;-1.2040;-0.0541;0.1100;-0.0516;-0.0184
203;1.2949;-1.2148;-0.0802;0.1156;-0.0506;-0.0317
204;1.3348;-1.2276;-0.1086;0.0844;-0.0653;-0.0415
205;1.4505;-1.2914;-0.1578;-0.0020;-0.0569;-0.0279
206;1.6505;-1.4512;-0.2017;-0.0543;-0.0083;0.1404
209;1.2623;-1.2537;-0.0125;0.0473;0.0358;0.0508
210;1.2321;-1.2213;-0.0148;-0.3131;0.0386;-0.0213
211;1.1946;-1.2044;0.0089;-0.5408;0.0414;-0.0346
212;1.1866;-1.2113;0.0225;-0.6044;0.0457;-0.0139
213;1.1815;-1.2162;0.0339;-0.6023;0.0502;-0.0015
214;1.1930;-1.2399;0.0456;-0.5661;0.0549;-0.0101
215;1.1989;-1.2462;0.0462;-0.5105;0.0517;-0.0304
216;1.1884;-1.2336;0.0441;-0.4396;0.0538;-0.0313
217;1.1827;-1.2227;0.0389;-0.3647;0.0617;-0.0183
218;1.1778;-1.2104;0.0323;-0.2869;0.0583;-0.0027
219;1.1724;-1.1955;0.0219;-0.2199;0.0585;0.0063
220;1.1761;-1.1889;0.0117;-0.1485;0.0638;0.0157
221;1.1813;-1.1794;-0.0013;-0.0815;0.0579;0.0140
222;1.1847;-1.1672;-0.0179;-0.0319;0.0512;0.0019
223;1.2030;-1.1761;-0.0267;0.0170;0.0402;-0.0007
224;1.2307;-1.1944;-0.0329;0.0641;0.0300;-0.0059
225;1.2542;-1.2125;-0.0419;0.0975;0.0246;0.0119
226;1.2918;-1.2266;-0.0640;0.1112;0.0155;0.0293
227;1.3336;-1.2323;-0.1027;0.0812;0.0096;0.0493
228;1.4451;-1.3022;-0.1418;-0.0135;0.0113;0.0522
229;1.6473;-1.4933;-0.1565;-0.0820;-0.0147;-0.0934
232;1.2668;-1.2367;-0.0358;0.0791;0.1491;-0.2592
233;1.2586;-1.2596;-0.0062;-0.2829;0.1433;-0.1768
234;1.2216;-1.2182;-0.0023;-0.5355;0.1571;-0.0759
235;1.2059;-1.2162;0.0084;-0.6203;0.1501;-0.0588
236;1.1919;-1.2137;0.0213;-0.6298;0.1333;-0.0371
237;1.1966;-1.2135;0.0153;-0.5833;0.1219;-0.0430
238;1.1958;-1.2128;0.0162;-0.5231;0.1082;-0.0749
239;1.1945;-1.2113;0.0165;-0.4636;0.1037;-0.1226
240;1.1991;-1.2096;0.0092;-0.4034;0.1074;-0.1809
241;1.1980;-1.2030;0.0051;-0.3344;0.1102;-0.2122
242;1.1885;-1.1920;0.0018;-0.2658;0.1181;-0.2315
243;1.1878;-1.1813;-0.0058;-0.2110;0.1278;-0.2498
244;1.1935;-1.1863;-0.0066;-0.1607;0.1314;-0.2375
245;1.2023;-1.2023;-0.0001;-0.1086;0.1361;-0.1912
246;1.2263;-1.2263;0.0019;-0.0518;0.1377;-0.1383
247;1.2541;-1.2544;0.0031;0.0037;0.1323;-0.0585
248;1.2820;-1.2820;0.0024;0.0466;0.1288;0.0255
249;1.3225;-1.3076;-0.0143;0.0637;0.1155;0.1161
250;1.3593;-1.3049;-0.0545;0.0328;0.0972;0.2175
251;1.4346;-1.3422;-0.0918;-0.0732;0.0948;0.2817
252;1.5949;-1.4682;-0.1342;-0.1377;0.0205;0.3248
301;1.3001;-1.2995;-0.0119;0.2042;-0.0876;0.1039
302;1.3132;-1.3316;0.0146;0.2120;-0.1082;0.1020
303;1.3463;-1.3664;0.0165;0.1202;-0.1127;0.1233
304;1.3871;-1.4013;0.0108;-0.0165;-0.1124;0.1535
305;1.3905;-1.4012;0.0074;-0.1088;-0.1129;0.1642
306;1.3750;-1.3843;0.0051;-0.1704;-0.1046;0.1773
307;1.3687;-1.3742;0.0046;-0.2113;-0.1038;0.1839
308;1.3587;-1.3612;0.0002;-0.2152;-0.1011;0.2280
309;1.3428;-1.3396;-0.0045;-0.1910;-0.1004;0.3041
310;1.3189;-1.3201;-0.0002;-0.1567;-0.1119;0.3494
311;1.2997;-1.2973;-0.0039;-0.1375;-0.1170;0.3839
312;1.3021;-1.2991;-0.0075;-0.1080;-0.1211;0.4106
313;1.3074;-1.3072;-0.0028;-0.0731;-0.1209;0.3955
314;1.3150;-1.3043;-0.0116;-0.0540;-0.1231;0.3775
315;1.3256;-1.3161;-0.0142;-0.0362;-0.1329;0.3715
316;1.3412;-1.3409;-0.0040;-0.0252;-0.1310;0.3336
317;1.3575;-1.3710;0.0096;-0.0179;-0.1218;0.2319
318;1.3610;-1.3812;0.0175;-0.0183;-0.1184;0.0857
319;1.3670;-1.3571;-0.0151;-0.0125;-0.0907;-0.0953
320;1.3713;-1.3001;-0.0785;0.0442;0.0052;-0.1995
321;1.4065;-1.2077;-0.2149;0.0046;0.1685;-0.1777
324;1.3028;-1.3385;0.0233;0.2259;-0.0243;0.0060
325;1.3132;-1.3496;0.0296;0.2018;-0.0298;0.0559
326;1.3560;-1.3970;0.0367;0.0934;-0.0265;0.0723
327;1.3826;-1.4304;0.0453;-0.0416;-0.0446;0.0552
328;1.3811;-1.4369;0.0523;-0.1313;-0.0532;0.0567
329;1.3682;-1.4269;0.0556;-0.1790;-0.0415;0.0830
330;1.3612;-1.4172;0.0537;-0.1920;-0.0439;0.1178
331;1.3528;-1.4019;0.0472;-0.1869;-0.0480;0.1235
332;1.3358;-1.3853;0.0469;-0.1606;-0.0457;0.1031
333;1.3100;-1.3523;0.0424;-0.1210;-0.0460;0.0969
334;1.2941;-1.3377;0.0412;-0.0928;-0.0429;0.0918
335;1.2890;-1.3249;0.0330;-0.0578;-0.0410;0.0773
336;1.2845;-1.3070;0.0190;-0.0221;-0.0462;0.0904
337;1.2902;-1.3069;0.0160;0.0157;-0.0504;0.0986
338;1.2980;-1.3048;0.0052;0.0532;-0.0497;0.0737
339;1.3047;-1.2954;-0.0094;0.0754;-0.0458;0.0501
340;1.3185;-1.2834;-0.0364;0.0865;-0.0347;0.0395
341;1.3238;-1.2517;-0.0734;0.0848;-0.0263;0.0378
342;1.3475;-1.2396;-0.1071;0.0716;-0.0153;0.0734
343;1.3777;-1.2163;-0.1657;0.0711;0.0157;0.0872
344;1.4102;-1.1412;-0.2798;-0.0134;0.0595;0.0142
347;1.3114;-1.3431;0.0208;0.2118;0.0318;0.0312
348;1.3167;-1.3376;0.0169;0.2208;0.0479;-0.0321
349;1.3606;-1.3998;0.0354;0.1050;0.0489;-0.0563
350;1.3886;-1.4413;0.0512;-0.0481;0.0473;-0.0418
351;1.3864;-1.4426;0.0534;-0.1341;0.0492;-0.0310
352;1.3709;-1.4283;0.0536;-0.1770;0.0408;-0.0573
353;1.3632;-1.4200;0.0544;-0.1913;0.0388;-0.0869
354;1.3546;-1.4092;0.0513;-0.1856;0.0439;-0.0820
355;1.3321;-1.3767;0.0444;-0.1644;0.0427;-0.0688
356;1.3104;-1.3503;0.0369;-0.1317;0.0502;-0.0680
357;1.2986;-1.3316;0.0320;-0.0988;0.0594;-0.0774
358;1.2882;-1.3215;0.0319;-0.0632;0.0583;-0.0672
359;1.2832;-1.3045;0.0185;-0.0231;0.0630;-0.0839
360;1.2893;-1.2937;0.0050;0.0217;0.0700;-0.0953
361;1.2968;-1.2968;-0.0009;0.0609;0.0722;-0.0890
362;1.3018;-1.2913;-0.0144;0.0835;0.0648;-0.0809
363;1.3159;-1.2851;-0.0320;0.0908;0.0509;-0.0603
