Element;X;Y;Z;XY;YZ;XZ
163;0.9768;-0.9222;-0.0646;-0.1654;-0.0956;0.0456
164;0.9049;-0.8645;-0.0459;-0.5594;-0.1748;-0.0421
165;0.8320;-0.8139;-0.0207;-0.7616;-0.1667;-0.0264
166;0.7718;-0.7889;0.0164;-0.8119;-0.1695;-0.0905
167;0.7231;-0.7542;0.0316;-0.7701;-0.1482;-0.1190
168;0.6927;-0.7076;0.0148;-0.6822;-0.1570;-0.1448
169;0.6899;-0.6910;-0.0002;-0.5180;-0.1586;-0.1367
170;0.7090;-0.7120;0.0022;-0.2986;-0.1432;-0.1179
171;0.7318;-0.7372;0.0049;-0.0915;-0.1191;-0.0990
172;0.7447;-0.7447;-0.0009;0.1074;-0.1144;-0.0763
173;0.7451;-0.7393;-0.0057;0.2713;-0.1369;-0.0554
174;0.7384;-0.7288;-0.0093;0.4122;-0.1589;-0.0389
175;0.7261;-0.7112;-0.0141;0.5278;-0.1732;-0.0252
176;0.7013;-0.6848;-0.0161;0.6226;-0.1712;-0.0122
177;0.6723;-0.6551;-0.0162;0.6958;-0.1774;0.0082
178;0.6402;-0.6280;-0.0131;0.7560;-0.1911;0.0177
179;0.6068;-0.5939;-0.0120;0.8025;-0.1983;0.0353
180;0.5905;-0.5766;-0.0150;0.8031;-0.1881;0.0428
181;0.6203;-0.5989;-0.0222;0.7545;-0.1530;0.0838
182;0.6713;-0.6608;-0.0134;0.7440;-0.0754;0.0776
183;0.8379;-0.8012;-0.0392;0.7721;0.0387;0.0509
186;1.0048;-0.9493;-0.0622;-0.1464;0.0135;0.1064
187;0.9034;-0.8752;-0.0352;-0.5291;-0.0265;0.0212
188;0.7886;-0.7955;0.0043;-0.7996;-0.0450;-0.0105
189;0.7172;-0.7361;0.0180;-0.8608;-0.0552;-0.0244
190;0.6702;-0.6907;0.0199;-0.8337;-0.0482;-0.0310
191;0.6381;-0.6722;0.0331;-0.7442;-0.0522;-0.0459
192;0.6389;-0.6764;0.0369;-0.5518;-0.0575;-0.0525
193;0.6675;-0.7019;0.0335;-0.3104;-0.0555;-0.0565
194;0.6962;-0.7233;0.0257;-0.0877;-0.0484;-0.0569
195;0.7088;-0.7268;0.0173;0.1234;-0.0470;-0.0704
196;0.7082;-0.7255;0.0163;0.2794;-0.0561;-0.0746
197;0.6984;-0.7186;0.0197;0.4374;-0.0549;-0.0694
198;0.6814;-0.7033;0.0205;0.5552;-0.0528;-0.0654
199;0.6580;-0.6788;0.0196;0.6501;-0.0570;-0.0464
200;0.6271;-0.6528;0.0243;0.7365;-0.0594;-0.0267
201;0.5898;-0.6184;0.0279;0.8084;-0.0577;-0.0208
202;0.5567;-0.5850;0.0278;0.8518;-0.0633;0.0151
203;0.5504;-0.5784;0.0255;0.8495;-0.0596;0.0345
204;0.5907;-0.6115;0.0198;0.7926;-0.0339;0.0216
205;0.6714;-0.6457;-0.0275;0.7151;0.0036;-0.0264
206;0.8893;-0.7957;-0.0943;0.7086;0.0311;-0.0164
209;1.0012;-0.9597;-0.0498;-0.1426;0.0460;-0.0616
210;0.9019;-0.8719;-0.0350;-0.5211;0.0311;-0.0032
211;0.7944;-0.7852;-0.0125;-0.7882;0.0307;0.0307
212;0.7259;-0.7409;0.0143;-0.8633;0.0454;0.0349
213;0.6710;-0.6935;0.0214;-0.8380;0.0540;0.0441
214;0.6381;-0.6674;0.0290;-0.7385;0.0568;0.0489
215;0.6428;-0.6771;0.0336;-0.5477;0.0609;0.0487
216;0.6730;-0.7010;0.0271;-0.3071;0.0602;0.0449
217;0.6977;-0.7222;0.0231;-0.0841;0.0578;0.0476
218;0.7062;-0.7336;0.0263;0.1271;0.0590;0.0587
219;0.7076;-0.7289;0.0219;0.2823;0.0655;0.0762
220;0.6982;-0.7185;0.0200;0.4404;0.0660;0.0761
221;0.6815;-0.7003;0.0184;0.5527;0.0574;0.0716
222;0.6613;-0.6793;0.0169;0.6473;0.0511;0.0418
223;0.6336;-0.6574;0.0224;0.7369;0.0528;0.0201
224;0.5933;-0.6196;0.0248;0.8021;0.0599;0.0149
225;0.5575;-0.5863;0.0275;0.8415;0.0682;-0.0045
226;0.5523;-0.5858;0.0314;0.8416;0.0744;-0.0173
227;0.5947;-0.6141;0.0180;0.7831;0.0644;-0.0017
228;0.6828;-0.6524;-0.0323;0.7174;0.0396;0.0573
229;0.9009;-0.7932;-0.1087;0.7108;0.0190;0.0792
232;1.0046;-0.9587;-0.0538;-0.1690;0.1018;-0.0386
233;0.9025;-0.8800;-0.0286;-0.5470;0.1673;-0.0174
234;0.8328;-0.8217;-0.0131;-0.7603;0.1810;0.0258
235;0.7827;-0.7901;0.0062;-0.8119;0.1791;0.1171
236;0.7227;-0.7442;0.0220;-0.7806;0.1574;0.1408
237;0.6879;-0.7008;0.0118;-0.6836;0.1521;0.1591
238;0.6878;-0.6885;-0.0005;-0.5103;0.1469;0.1549
239;0.7075;-0.7096;0.0005;-0.2951;0.1358;0.1412
240;0.7263;-0.7298;0.0026;-0.0869;0.1186;0.1071
241;0.7390;-0.7360;-0.0030;0.1046;0.1231;0.0623
242;0.7426;-0.7381;-0.0050;0.2610;0.1450;0.0181
243;0.7353;-0.7264;-0.0085;0.3955;0.1608;-0.0087
244;0.7251;-0.7093;-0.0156;0.4958;0.1720;-0.0185
245;0.7071;-0.6939;-0.0132;0.5907;0.1736;-0.0329
246;0.6830;-0.6738;-0.0092;0.6788;0.1829;-0.0449
247;0.6479;-0.6396;-0.0090;0.7355;0.2002;-0.0437
248;0.6147;-0.6009;-0.0136;0.7854;0.2152;-0.0351
249;0.6131;-0.6058;-0.0081;0.7957;0.2254;-0.0302
250;0.6447;-0.6364;-0.0106;0.7450;0.1742;-0.0069
251;0.7054;-0.6898;-0.0188;0.7232;0.0977;-0.0024
252;0.8616;-0.8349;-0.0274;0.8183;-0.0462;0.0522
301;1.0858;-1.0371;-0.0453;0.2194;-0.0144;0.1464
302;1.1471;-1.1537;0.0010;-0.0422;-0.0634;0.0961
303;1.1261;-1.1652;0.0349;-0.3142;-0.0953;-0.0487
304;1.0877;-1.1221;0.0310;-0.4594;-0.1521;-0.2018
305;1.0757;-1.0990;0.0187;-0.4636;-0.1555;-0.2175
306;1.0699;-1.0802;0.0068;-0.3475;-0.1388;-0.1977
307;1.0527;-1.0509;-0.0038;-0.2310;-0.1377;-0.1581
308;1.0283;-1.0315;0.0012;-0.1113;-0.1396;-0.0905
