163; 0.7991
164; 0.6287
165; 0.5005
166; 0.4545
167; 0.4362
168; 0.4292
169; 0.4317
170; 0.4371
171; 0.4450
172; 0.4440
173; 0.4437
174; 0.4385
175; 0.4363
176; 0.4270
177; 0.4129
178; 0.3979
179; 0.3789
180; 0.3546
181; 0.3177
182; 0.2743
183; 0.2412
186; 0.7987
187; 0.6090
188; 0.4755
189; 0.4407
190; 0.4254
191; 0.4189
192; 0.4158
193; 0.4172
194; 0.4292
195; 0.4264
196; 0.4271
197; 0.4234
198; 0.4173
199; 0.4120
200; 0.4015
201; 0.3888
202; 0.3723
203; 0.3555
204; 0.3280
205; 0.2837
206; 0.2584
209; 0.8008
210; 0.6103
211; 0.4756
212; 0.4381
213; 0.4270
214; 0.4185
215; 0.4142
216; 0.4167
217; 0.4269
218; 0.4254
219; 0.4269
220; 0.4234
221; 0.4179
222; 0.4113
223; 0.4027
224; 0.3890
225; 0.3713
226; 0.3520
227; 0.3272
228; 0.2852
229; 0.2573
232; 0.8083
233; 0.6305
234; 0.4962
235; 0.4531
236; 0.4386
237; 0.4304
238; 0.4298
239; 0.4349
240; 0.4417
241; 0.4419
242; 0.4422
243; 0.4392
244; 0.4359
245; 0.4261
246; 0.4138
247; 0.3961
248; 0.3761
249; 0.3498
250; 0.3143
251; 0.2777
252; 0.2447
301; 0.8866
302; 0.8386
303; 0.7629
304; 0.6906
305; 0.6462
306; 0.6295
307; 0.6156
308; 0.5994
309; 0.5834
310; 0.5680
311; 0.5503
312; 0.5226
313; 0.4937
314; 0.4568
315; 0.4186
316; 0.3761
317; 0.3308
318; 0.2849
319; 0.2445
320; 0.2043
321; 0.1604
324; 0.8513
325; 0.8162
326; 0.7231
327; 0.6707
328; 0.6194
329; 0.6073
330; 0.6049
331; 0.5917
332; 0.5733
333; 0.5554
334; 0.5419
335; 0.5151
336; 0.4864
337; 0.4519
338; 0.4094
339; 0.3718
340; 0.3301
341; 0.2919
342; 0.2561
343; 0.2156
344; 0.1691
347; 0.8532
348; 0.8190
349; 0.7234
350; 0.6689
351; 0.6200
352; 0.6071
353; 0.6051
354; 0.5905
355; 0.5723
356; 0.5569
357; 0.5424
358; 0.5158
359; 0.4870
360; 0.4539
361; 0.4108
362; 0.3688
363; 0.3283
364; 0.2928
365; 0.2576
366; 0.2158
367; 0.1697
370; 0.8931
371; 0.8404
372; 0.7624
373; 0.6883
374; 0.6440
375; 0.6281
376; 0.6151
377; 0.5947
378; 0.5805
379; 0.5673
380; 0.5493
381; 0.5255
382; 0.4956
383; 0.4596
384; 0.4195
385; 0.3728
386; 0.3274
387; 0.2875
388; 0.2489
389; 0.2047
390; 0.1600
439; 0.7623
440; 0.8154
441; 0.8915
442; 0.8670
443; 0.8411
444; 0.8177
445; 0.7840
446; 0.7514
447; 0.7109
448; 0.6676
449; 0.6295
450; 0.5820
451; 0.5279
452; 0.4779
453; 0.4200
454; 0.3515
455; 0.2899
456; 0.2368
457; 0.1869
458; 0.1379
459; 0.1048
462; 0.6834
463; 0.7975
464; 0.8576
465; 0.8438
466; 0.8216
467; 0.7985
468; 0.7673
469; 0.7379
470; 0.7015
471; 0.6624
472; 0.6268
473; 0.5848
474; 0.5348
475; 0.4808
476; 0.4210
477; 0.3567
478; 0.3000
479; 0.2461
480; 0.1957
481; 0.1519
482; 0.1075
485; 0.6812
486; 0.8006
487; 0.8560
488; 0.8433
489; 0.8210
490; 0.7990
491; 0.7685
492; 0.7355
493; 0.6990
494; 0.6619
495; 0.6288
496; 0.5855
497; 0.5356
498; 0.4800
499; 0.4194
500; 0.3554
501; 0.2990
502; 0.2475
503; 0.1971
504; 0.1524
505; 0.1076
508; 0.7610
509; 0.8232
510; 0.8951
511; 0.8651
512; 0.8379
513; 0.8168
514; 0.7799
515; 0.7440
516; 0.7074
517; 0.6675
518; 0.6324
519; 0.5869
520; 0.5303
521; 0.4787
522; 0.4205
523; 0.3499
524; 0.2914
525; 0.2427
526; 0.1896
527; 0.1394
528; 0.1054
577; 0.6337
578; 0.7408
579; 0.8969
580; 0.9725
581; 0.9895
582; 0.9774
583; 0.9423
584; 0.8958
585; 0.8471
586; 0.7802
587; 0.7028
588; 0.6310
589; 0.5549
590; 0.4833
591; 0.4075
592; 0.3316
593; 0.2686
594; 0.2063
595; 0.1444
596; 0.0963
597; 0.0770
600; 0.5525
601; 0.7110
602; 0.8568
603; 0.9391
604; 0.9771
605; 0.9727
606; 0.9395
607; 0.8954
608; 0.8491
609; 0.7834
610; 0.7085
611; 0.6380
612; 0.5676
613; 0.4894
614; 0.4145
615; 0.3472
616; 0.2793
617; 0.2176
618; 0.1595
619; 0.1102
620; 0.0724
623; 0.5514
624; 0.7133
625; 0.8575
626; 0.9405
627; 0.9781
628; 0.9718
629; 0.9385
630; 0.8951
631; 0.8481
632; 0.7828
633; 0.7112
634; 0.6390
635; 0.5651
636; 0.4868
637; 0.4133
638; 0.3477
639; 0.2811
640; 0.2184
641; 0.1600
642; 0.1102
643; 0.0729
646; 0.6315
647; 0.7405
648; 0.9012
649; 0.9726
650; 0.9911
651; 0.9809
652; 0.9400
653; 0.8922
654; 0.8441
655; 0.7803
656; 0.7056
657; 0.6330
658; 0.5529
659; 0.4791
660; 0.4055
661; 0.3322
662; 0.2727
663; 0.2060
664; 0.1438
665; 0.0960
666; 0.0778
715; 0.5647
716; 0.7590
717; 0.9275
718; 1.0254
719; 1.0570
720; 1.0399
721; 1.0112
722; 0.9667
723; 0.9021
724; 0.8351
725; 0.7441
726; 0.6567
727; 0.5809
728; 0.4827
729; 0.3927
730; 0.3290
731; 0.2629
732; 0.1930
733; 0.1331
734; 0.0815
735; 0.0661
738; 0.4882
739; 0.7272
740; 0.8801
741; 0.9888
742; 1.0302
743; 1.0309
744; 1.0172
745; 0.9798
746; 0.9137
747; 0.8449
748; 0.7506
749; 0.6600
750; 0.5825
751; 0.4910
752; 0.4080
753; 0.3431
754; 0.2703
755; 0.2023
756; 0.1533
757; 0.0973
758; 0.0605
761; 0.4848
762; 0.7273
763; 0.8793
764; 0.9878
765; 1.0302
766; 1.0292
767; 1.0184
768; 0.9793
769; 0.9142
770; 0.8467
771; 0.7528
772; 0.6588
773; 0.5799
774; 0.4895
775; 0.4083
776; 0.3448
777; 0.2721
778; 0.2037
779; 0.1523
780; 0.0967
781; 0.0613
784; 0.5624
785; 0.7549
786; 0.9256
787; 1.0225
788; 1.0543
789; 1.0438
790; 1.0192
791; 0.9750
792; 0.9087
793; 0.8395
794; 0.7448
795; 0.6526
796; 0.5752
797; 0.4783
798; 0.3942
799; 0.3322
800; 0.2638
801; 0.1927
802; 0.1316
803; 0.0801
804; 0.0678
853; 0.6349
854; 0.7335
855; 0.9008
856; 0.9703
857; 0.9829
858; 0.9740
859; 0.9391
860; 0.8897
861; 0.8374
862; 0.7738
863; 0.7035
864; 0.6296
865; 0.5467
866; 0.4874
867; 0.4152
868; 0.3339
869; 0.2722
870; 0.2059
871; 0.1449
872; 0.0964
873; 0.0769
876; 0.5566
877; 0.7056
878; 0.8576
879; 0.9381
880; 0.9668
881; 0.9654
882; 0.9348
