Element;X;Y;Z;XY;YZ;XZ
163;0.5932;-0.5597;-0.0332;-0.5936;0.0353;-0.0651
164;0.4323;-0.4246;-0.0085;-0.5645;-0.0163;-0.0968
165;0.3618;-0.3604;-0.0020;-0.4163;-0.0544;-0.1110
166;0.3534;-0.3492;-0.0050;-0.2819;-0.0794;-0.1587
167;0.3546;-0.3538;-0.0019;-0.1711;-0.0760;-0.1644
168;0.3570;-0.3555;-0.0025;-0.0679;-0.0739;-0.1710
169;0.3592;-0.3556;-0.0048;0.0219;-0.0702;-0.1746
170;0.3580;-0.3544;-0.0045;0.1151;-0.0623;-0.1815
171;0.3566;-0.3513;-0.0062;0.1830;-0.0508;-0.1835
172;0.3441;-0.3371;-0.0079;0.2504;-0.0477;-0.1821
173;0.3294;-0.3225;-0.0080;0.3107;-0.0551;-0.1799
174;0.3132;-0.3053;-0.0089;0.3588;-0.0582;-0.1760
175;0.3047;-0.2950;-0.0106;0.3831;-0.0602;-0.1744
176;0.2934;-0.2832;-0.0111;0.3967;-0.0553;-0.1698
177;0.2789;-0.2685;-0.0115;0.4044;-0.0526;-0.1621
178;0.2721;-0.2632;-0.0097;0.3853;-0.0609;-0.1543
179;0.2654;-0.2598;-0.0068;0.3531;-0.0635;-0.1415
180;0.2579;-0.2518;-0.0073;0.3057;-0.0681;-0.1296
181;0.2461;-0.2418;-0.0054;0.2179;-0.0744;-0.1034
182;0.2176;-0.2195;0.0006;0.1454;-0.0769;-0.0839
183;0.1981;-0.2032;0.0039;0.0431;-0.0729;-0.0585
186;0.6235;-0.5484;-0.0744;-0.5904;0.0203;-0.0239
187;0.4430;-0.3956;-0.0489;-0.5425;-0.0035;-0.0397
188;0.3498;-0.3301;-0.0205;-0.4224;-0.0115;-0.0236
189;0.3385;-0.3416;0.0012;-0.3171;-0.0266;-0.0427
190;0.3460;-0.3509;0.0037;-0.2189;-0.0279;-0.0483
191;0.3487;-0.3588;0.0088;-0.1263;-0.0263;-0.0510
192;0.3485;-0.3613;0.0117;-0.0217;-0.0260;-0.0590
193;0.3482;-0.3576;0.0089;0.0821;-0.0218;-0.0660
194;0.3494;-0.3573;0.0070;0.1588;-0.0197;-0.0670
195;0.3361;-0.3424;0.0053;0.2396;-0.0192;-0.0686
196;0.3222;-0.3279;0.0046;0.3023;-0.0195;-0.0694
197;0.3063;-0.3114;0.0044;0.3571;-0.0189;-0.0665
198;0.2946;-0.2986;0.0032;0.3824;-0.0163;-0.0613
199;0.2860;-0.2891;0.0021;0.3925;-0.0165;-0.0576
200;0.2764;-0.2794;0.0022;0.3974;-0.0162;-0.0541
201;0.2697;-0.2729;0.0023;0.3848;-0.0143;-0.0538
202;0.2660;-0.2699;0.0029;0.3481;-0.0164;-0.0501
203;0.2583;-0.2645;0.0052;0.3193;-0.0192;-0.0452
204;0.2515;-0.2601;0.0075;0.2427;-0.0240;-0.0370
205;0.2258;-0.2362;0.0096;0.1636;-0.0278;-0.0230
206;0.2140;-0.2289;0.0131;0.0435;-0.0252;-0.0048
209;0.6233;-0.5458;-0.0772;-0.5902;-0.0094;0.0202
210;0.4431;-0.3951;-0.0492;-0.5433;0.0086;0.0394
211;0.3510;-0.3302;-0.0226;-0.4191;0.0166;0.0326
212;0.3399;-0.3391;-0.0024;-0.3097;0.0247;0.0461
213;0.3472;-0.3541;0.0055;-0.2134;0.0267;0.0508
214;0.3491;-0.3585;0.0084;-0.1203;0.0277;0.0559
215;0.3480;-0.3593;0.0100;-0.0176;0.0272;0.0638
216;0.3471;-0.3575;0.0095;0.0848;0.0251;0.0681
217;0.3476;-0.3544;0.0056;0.1599;0.0222;0.0695
218;0.3349;-0.3409;0.0051;0.2428;0.0204;0.0645
219;0.3212;-0.3274;0.0051;0.3070;0.0185;0.0655
220;0.3068;-0.3118;0.0043;0.3563;0.0172;0.0664
221;0.2948;-0.2994;0.0041;0.3816;0.0159;0.0620
222;0.2851;-0.2895;0.0036;0.3922;0.0143;0.0576
223;0.2769;-0.2805;0.0029;0.3983;0.0148;0.0551
224;0.2708;-0.2725;0.0008;0.3855;0.0156;0.0548
225;0.2666;-0.2690;0.0012;0.3454;0.0158;0.0516
226;0.2570;-0.2623;0.0045;0.3139;0.0177;0.0420
227;0.2503;-0.2612;0.0098;0.2403;0.0227;0.0303
228;0.2253;-0.2391;0.0127;0.1647;0.0272;0.0185
229;0.2128;-0.2283;0.0138;0.0420;0.0254;0.0040
232;0.5989;-0.5661;-0.0323;-0.5899;-0.0226;0.0593
233;0.4382;-0.4244;-0.0148;-0.5542;0.0209;0.0857
234;0.3620;-0.3571;-0.0052;-0.4087;0.0529;0.1010
235;0.3528;-0.3520;-0.0021;-0.2725;0.0745;0.1499
236;0.3575;-0.3575;-0.0011;-0.1647;0.0741;0.1631
237;0.3586;-0.3566;-0.0029;-0.0636;0.0721;0.1718
238;0.3584;-0.3536;-0.0056;0.0250;0.0696;0.1727
239;0.3575;-0.3516;-0.0066;0.1147;0.0647;0.1778
240;0.3533;-0.3491;-0.0051;0.1834;0.0565;0.1783
241;0.3400;-0.3354;-0.0055;0.2578;0.0515;0.1797
242;0.3271;-0.3206;-0.0074;0.3189;0.0545;0.1780
243;0.3139;-0.3066;-0.0083;0.3580;0.0574;0.1746
244;0.3043;-0.2954;-0.0099;0.3822;0.0598;0.1729
245;0.2917;-0.2837;-0.0092;0.3978;0.0562;0.1665
246;0.2794;-0.2710;-0.0091;0.4047;0.0523;0.1599
247;0.2714;-0.2636;-0.0090;0.3849;0.0600;0.1502
248;0.2647;-0.2585;-0.0071;0.3479;0.0662;0.1389
249;0.2546;-0.2485;-0.0070;0.2994;0.0690;0.1317
250;0.2434;-0.2399;-0.0047;0.2151;0.0722;0.1007
251;0.2197;-0.2231;0.0022;0.1509;0.0764;0.0785
252;0.2010;-0.2068;0.0044;0.0463;0.0671;0.0592
301;0.7395;-0.6958;-0.0471;0.0130;0.0531;-0.0490
302;0.6763;-0.6644;-0.0133;-0.2782;-0.0105;-0.1342
303;0.6043;-0.6077;0.0021;-0.3420;-0.0510;-0.1921
304;0.5545;-0.5507;-0.0053;-0.2726;-0.0761;-0.2788
305;0.5308;-0.5214;-0.0108;-0.1879;-0.0767;-0.2894
306;0.5244;-0.5121;-0.0132;-0.0975;-0.0708;-0.2953
307;0.5165;-0.5031;-0.0142;-0.0145;-0.0649;-0.2858
308;0.5017;-0.4910;-0.0116;0.0644;-0.0595;-0.2661
309;0.4835;-0.4735;-0.0109;0.1327;-0.0524;-0.2514
310;0.4654;-0.4539;-0.0127;0.1858;-0.0508;-0.2378
311;0.4440;-0.4340;-0.0108;0.2266;-0.0476;-0.2243
312;0.4127;-0.4046;-0.0089;0.2616;-0.0455;-0.2087
313;0.3822;-0.3755;-0.0076;0.2803;-0.0522;-0.1960
314;0.3457;-0.3415;-0.0050;0.2888;-0.0537;-0.1841
315;0.3163;-0.3103;-0.0069;0.2627;-0.0533;-0.1733
316;0.2827;-0.2781;-0.0057;0.2468;-0.0602;-0.1584
317;0.2510;-0.2491;-0.0032;0.2039;-0.0686;-0.1384
318;0.2216;-0.2182;-0.0038;0.1635;-0.0713;-0.1162
319;0.1949;-0.1948;-0.0014;0.1093;-0.0684;-0.0952
320;0.1664;-0.1703;0.0028;0.0525;-0.0611;-0.0686
321;0.1216;-0.1260;0.0028;-0.0546;-0.0469;-0.0443
324;0.7541;-0.6556;-0.1027;0.0434;0.0267;-0.0267
