Element;X;Y;Z;XY;YZ;XZ
163;-74.4345;-245.4053;-174.1923;50.4686;12.6359;1.7433
164;-397.9934;-575.0804;-502.4125;46.3386;5.7408;10.2052
165;-22.9651;-221.7972;-145.2655;5.8586;1.3706;10.6361
166;-16.7385;-216.1304;-130.5470;8.3865;9.1555;-6.9647
167;-100.2123;-298.2387;-206.2576;2.1304;9.2665;-10.6290
168;-27.7586;-223.7984;-120.8702;4.6979;15.9676;-5.2890
169;-106.8249;-301.7180;-199.4870;-10.5014;10.2238;-13.1643
170;-64.8925;-261.8043;-159.3174;-6.5608;3.5043;-11.2278
171;-37.0984;-232.8438;-130.2591;-10.1079;1.3433;-13.1121
172;-36.4457;-231.3309;-127.4042;-13.5437;-0.9406;-11.8336
173;-61.1011;-251.0835;-152.8873;-16.4948;-4.2568;-19.2009
174;-3.3176;-195.2439;-96.7672;-15.1467;-4.1603;-17.6195
175;1.5344;-191.2881;-92.2466;-15.5714;-1.8343;-14.2150
176;11.5244;-181.4442;-84.2932;-14.9995;-5.2247;-11.2669
177;58.8432;-134.0438;-39.7379;-15.1314;-6.7784;-9.7727
178;-81.9144;-275.8658;-179.8246;-13.4608;0.8462;-9.2268
179;34.3267;-155.8135;-56.9309;-24.0100;9.7539;1.0221
180;-88.8211;-273.7986;-180.4137;-33.1748;11.6485;3.5770
181;-49.4683;-214.7302;-148.0046;-51.9848;5.7859;12.5682
182;-90.5917;-139.5843;-155.8065;-94.1636;-12.9757;4.5209
183;-34.9568;-71.0667;-90.1981;-94.9791;-1.3902;14.8461
186;-234.7678;-395.9862;-323.7512;60.2126;4.5778;-6.3717
187;-225.7366;-385.2816;-325.2966;60.5798;6.6494;-0.1948
188;24.0807;-171.0528;-116.1867;0.2204;6.0807;-6.1291
189;53.4080;-144.3801;-66.7257;15.4370;-0.5002;-1.8223
190;-97.0500;-296.4749;-209.6487;-0.0461;-0.1955;-2.4466
191;-40.0639;-238.8057;-144.8001;-0.7600;2.5856;-0.5646
192;-25.1017;-223.5043;-125.9000;3.0206;2.5792;-1.6210
193;-43.3119;-241.1507;-141.5203;-4.7011;1.5816;-5.0545
194;-29.2123;-225.3922;-125.2519;-9.7004;-0.2170;-9.2388
195;-5.7485;-201.3766;-102.4903;-9.8936;-0.9187;-9.6477
196;-2.7477;-196.0187;-103.4180;-18.8124;0.6562;-7.1295
197;16.0294;-177.2502;-86.8898;-15.3391;2.8089;-12.0609
