163; 0.8058
164; 0.6130
165; 0.4840
166; 0.4326
167; 0.4158
168; 0.4123
169; 0.4157
170; 0.4183
171; 0.4243
172; 0.4328
173; 0.4378
174; 0.4359
175; 0.4307
176; 0.4187
177; 0.4048
178; 0.3854
179; 0.3632
180; 0.3360
181; 0.3009
182; 0.2668
183; 0.2406
186; 0.7911
187; 0.6072
188; 0.4623
189; 0.4203
190; 0.4014
191; 0.3969
192; 0.3980
193; 0.4008
194; 0.4087
195; 0.4149
196; 0.4193
197; 0.4194
198; 0.4146
199; 0.4073
200; 0.3968
201; 0.3799
202; 0.3602
203; 0.3363
204; 0.3097
205; 0.2759
206; 0.2542
209; 0.7953
210; 0.6061
211; 0.4602
212; 0.4200
213; 0.3999
214; 0.3959
215; 0.3994
216; 0.4009
217; 0.4100
218; 0.4184
219; 0.4205
220; 0.4186
221; 0.4154
222; 0.4077
223; 0.3969
224; 0.3808
225; 0.3618
226; 0.3380
227; 0.3095
228; 0.2753
229; 0.2535
232; 0.8065
233; 0.6145
234; 0.4838
235; 0.4292
236; 0.4130
237; 0.4118
238; 0.4143
239; 0.4210
240; 0.4284
241; 0.4364
242; 0.4403
243; 0.4362
244; 0.4290
245; 0.4178
246; 0.4045
247; 0.3867
248; 0.3653
249; 0.3367
250; 0.2989
251; 0.2652
252; 0.2398
301; 0.8613
302; 0.8031
303; 0.7267
304; 0.6506
305; 0.6123
306; 0.5977
307; 0.5863
308; 0.5785
309; 0.5702
310; 0.5579
311; 0.5324
312; 0.5064
313; 0.4705
314; 0.4363
315; 0.3982
316; 0.3584
317; 0.3106
318; 0.2733
319; 0.2436
320; 0.2041
321; 0.1592
324; 0.8236
325; 0.7935
326; 0.6980
327; 0.6301
328; 0.5903
329; 0.5779
330; 0.5711
331; 0.5619
332; 0.5627
333; 0.5496
334; 0.5277
335; 0.4993
336; 0.4659
337; 0.4318
338; 0.3916
339; 0.3541
340; 0.3113
341; 0.2791
342; 0.2530
343; 0.2147
344; 0.1677
347; 0.8237
348; 0.7930
349; 0.6963
350; 0.6320
351; 0.5901
352; 0.5759
353; 0.5728
354; 0.5627
