Element;X;Y;Z;XY;YZ;XZ
163;0.8941;-0.8836;-0.0116;-0.8338;-0.0428;0.0711
164;0.7248;-0.7183;-0.0079;-1.1187;-0.0647;0.0706
165;0.5725;-0.5801;0.0066;-1.2240;-0.0811;0.0391
166;0.5067;-0.5129;0.0049;-1.2046;-0.1221;-0.0066
167;0.4926;-0.4957;0.0019;-1.1129;-0.1367;-0.0192
168;0.5067;-0.5028;-0.0046;-0.9863;-0.1244;-0.0103
169;0.5504;-0.5514;0.0004;-0.8296;-0.1151;0.0036
170;0.5717;-0.5768;0.0046;-0.6517;-0.1142;0.0062
171;0.5929;-0.5921;-0.0013;-0.4804;-0.1116;0.0118
172;0.6184;-0.6170;-0.0019;-0.3235;-0.1159;0.0193
173;0.6257;-0.6284;0.0023;-0.1906;-0.1197;0.0225
174;0.6162;-0.6203;0.0031;-0.0848;-0.1224;0.0073
175;0.6016;-0.6069;0.0037;0.0163;-0.1221;-0.0031
176;0.6061;-0.6126;0.0054;0.1217;-0.1218;-0.0105
177;0.6153;-0.6201;0.0047;0.2487;-0.1249;-0.0108
178;0.6348;-0.6399;0.0050;0.3608;-0.1231;-0.0081
179;0.6788;-0.6880;0.0082;0.4603;-0.1119;-0.0256
180;0.7392;-0.7408;0.0012;0.5487;-0.0791;-0.0541
181;0.8508;-0.8366;-0.0141;0.5936;-0.0430;-0.0842
182;1.0154;-0.9811;-0.0341;0.6658;0.0056;-0.0807
183;1.1911;-1.1795;-0.0160;0.9062;0.0290;-0.0048
186;0.8954;-0.8705;-0.0255;-0.8703;-0.0212;0.0119
187;0.7106;-0.6934;-0.0177;-1.1296;-0.0464;-0.0149
188;0.5518;-0.5537;0.0004;-1.2168;-0.0432;0.0018
189;0.4730;-0.4935;0.0190;-1.1961;-0.0498;-0.0020
190;0.4667;-0.4859;0.0193;-1.1183;-0.0430;0.0051
191;0.4791;-0.5023;0.0209;-0.9880;-0.0379;0.0105
192;0.5200;-0.5367;0.0154;-0.8256;-0.0365;0.0060
193;0.5503;-0.5600;0.0086;-0.6396;-0.0378;0.0001
194;0.5702;-0.5817;0.0108;-0.4553;-0.0420;-0.0011
195;0.5974;-0.6098;0.0118;-0.3016;-0.0413;-0.0054
196;0.6052;-0.6167;0.0102;-0.1845;-0.0448;-0.0187
197;0.5940;-0.6054;0.0113;-0.0790;-0.0513;-0.0128
198;0.5839;-0.5956;0.0112;0.0150;-0.0504;-0.0168
199;0.5858;-0.5967;0.0109;0.1193;-0.0383;-0.0179
200;0.5939;-0.6097;0.0151;0.2476;-0.0335;-0.0185
201;0.6151;-0.6331;0.0181;0.3605;-0.0286;-0.0256
202;0.6578;-0.6695;0.0119;0.4564;-0.0158;-0.0388
203;0.7224;-0.7257;0.0022;0.5492;-0.0130;-0.0304
204;0.8370;-0.8210;-0.0144;0.6043;-0.0170;-0.0316
205;1.0161;-0.9836;-0.0338;0.6836;-0.0117;-0.0266
206;1.2102;-1.1655;-0.0483;0.9122;0.0077;-0.0314
209;0.8875;-0.8642;-0.0242;-0.8635;0.0003;-0.0159
210;0.7083;-0.7003;-0.0102;-1.1253;0.0258;0.0120
211;0.5486;-0.5539;0.0048;-1.2148;0.0211;0.0047
212;0.4663;-0.4886;0.0210;-1.1952;0.0317;0.0061
213;0.4644;-0.4900;0.0252;-1.1198;0.0302;-0.0079
214;0.4812;-0.5074;0.0245;-0.9901;0.0314;-0.0068
215;0.5207;-0.5404;0.0184;-0.8299;0.0323;0.0041
216;0.5508;-0.5617;0.0094;-0.6393;0.0370;0.0148
217;0.5699;-0.5781;0.0070;-0.4526;0.0431;0.0135
218;0.5947;-0.6061;0.0108;-0.3045;0.0477;0.0165
219;0.6029;-0.6144;0.0102;-0.1879;0.0470;0.0169
220;0.5919;-0.6010;0.0093;-0.0850;0.0486;0.0050
221;0.5830;-0.5943;0.0110;0.0120;0.0483;0.0037
