Element;X;Y;Z;XY;YZ;XZ
163;0.7198;-0.7006;-0.0209;-0.9863;-0.0259;0.0532
164;0.5432;-0.5368;-0.0071;-1.0947;-0.0567;0.0463
165;0.4597;-0.4712;0.0104;-1.1210;-0.0831;0.0276
166;0.4451;-0.4589;0.0125;-1.0958;-0.1023;0.0012
167;0.4744;-0.4863;0.0102;-0.9849;-0.1131;-0.0063
168;0.5049;-0.5059;0.0010;-0.8322;-0.1138;-0.0027
169;0.5334;-0.5327;-0.0011;-0.6660;-0.1097;0.0044
170;0.5567;-0.5567;-0.0003;-0.4867;-0.1055;0.0105
171;0.5806;-0.5806;-0.0008;-0.3181;-0.1064;0.0044
172;0.5920;-0.5914;-0.0007;-0.1744;-0.1120;0.0010
173;0.5872;-0.5878;-0.0002;-0.0471;-0.1197;0.0046
174;0.5728;-0.5721;-0.0016;0.0582;-0.1233;-0.0034
175;0.5545;-0.5539;-0.0013;0.1209;-0.1259;-0.0102
176;0.5471;-0.5527;0.0050;0.1955;-0.1283;-0.0099
177;0.5432;-0.5539;0.0108;0.2883;-0.1302;-0.0126
178;0.5507;-0.5564;0.0057;0.3982;-0.1320;-0.0283
179;0.5809;-0.5837;0.0021;0.5124;-0.1203;-0.0558
180;0.6260;-0.6231;-0.0045;0.6475;-0.0908;-0.0701
181;0.7218;-0.6887;-0.0320;0.7578;-0.0629;-0.0762
182;0.9027;-0.8607;-0.0430;0.8974;-0.0176;-0.0585
183;1.1067;-1.0893;-0.0214;1.2530;0.0017;0.0525
186;0.7072;-0.6814;-0.0280;-1.0178;-0.0017;0.0275
187;0.5216;-0.5062;-0.0165;-1.1040;-0.0354;0.0210
188;0.4411;-0.4327;-0.0099;-1.1213;-0.0283;0.0318
189;0.4291;-0.4343;0.0048;-1.0832;-0.0422;0.0145
190;0.4585;-0.4708;0.0113;-0.9769;-0.0511;-0.0047
191;0.4868;-0.5034;0.0150;-0.8289;-0.0421;-0.0082
192;0.5158;-0.5278;0.0110;-0.6509;-0.0376;-0.0138
193;0.5413;-0.5499;0.0070;-0.4479;-0.0421;-0.0185
194;0.5615;-0.5688;0.0067;-0.2849;-0.0458;-0.0196
195;0.5744;-0.5809;0.0060;-0.1433;-0.0466;-0.0223
196;0.5717;-0.5784;0.0053;-0.0344;-0.0501;-0.0262
197;0.5579;-0.5645;0.0065;0.0609;-0.0474;-0.0235
198;0.5432;-0.5523;0.0087;0.1251;-0.0462;-0.0219
199;0.5374;-0.5438;0.0069;0.1870;-0.0436;-0.0205
200;0.5340;-0.5411;0.0069;0.2722;-0.0384;-0.0237
201;0.5305;-0.5431;0.0126;0.3873;-0.0371;-0.0216
202;0.5513;-0.5644;0.0126;0.5039;-0.0280;-0.0356
203;0.6022;-0.6103;0.0078;0.6607;-0.0163;-0.0246
204;0.7048;-0.7050;0.0006;0.7856;-0.0155;-0.0077
205;0.8960;-0.8685;-0.0271;0.9051;-0.0053;-0.0059
206;1.1142;-1.0658;-0.0505;1.2524;0.0071;-0.0042
209;0.7001;-0.6748;-0.0268;-1.0302;-0.0076;-0.0183
210;0.5171;-0.5016;-0.0163;-1.1074;0.0198;-0.0084
211;0.4390;-0.4348;-0.0059;-1.1180;0.0202;-0.0147
