Element;X;Y;Z;XY;YZ;XZ
163;-893.6716;-959.0674;-922.1128;91.2847;-28.1593;2.7008
164;298.2970;214.4436;261.2503;88.3925;-25.0842;-0.3128
165;-242.5641;-368.7535;-297.8600;74.1603;-26.3418;3.6716
166;-38.5114;-199.4187;-110.4872;48.4310;-35.9242;-1.6308
167;-100.7918;-262.2425;-173.1378;53.3007;-26.8555;2.7712
168;-240.3727;-406.3842;-316.9462;53.5245;-18.9642;-7.3223
169;-121.5238;-310.6454;-203.6302;16.9328;-30.2490;-3.6285
170;-9.3728;-187.3608;-90.5979;37.7877;-28.6809;-4.2164
171;27.2773;-159.5706;-62.4594;25.4473;-26.5915;6.6494
172;126.4348;-66.5482;36.6171;9.0707;-27.8036;5.2507
173;10.4528;-182.8737;-77.6876;-2.0326;-27.4597;9.0649
174;-29.1733;-214.1160;-103.7123;12.1227;-31.9071;3.6244
175;204.8224;16.1422;114.9201;2.2752;-34.8008;8.7690
176;63.6533;-126.9752;-35.8893;-0.2949;-31.7606;10.2854
177;45.7788;-144.4614;-48.6428;-17.9741;-28.4660;5.1919
178;196.4126;12.7093;109.4128;-18.7039;-35.9684;4.8802
179;117.6544;-67.8825;19.5951;-17.9119;-34.5008;-9.0483
180;56.1518;-127.9476;-53.7707;-31.8133;-18.8073;-16.2143
181;-24.0222;-211.1508;-149.7886;-26.4932;-20.1567;0.4661
182;208.2813;66.5129;118.8826;-69.4863;-15.3720;2.2039
183;-402.5591;-499.7823;-467.6625;-86.4559;-15.5611;6.1487
186;-895.4188;-957.8864;-915.8499;95.7112;-5.5762;-1.4688
187;370.1428;284.1812;337.7621;91.1108;-3.5888;-1.6234
188;-219.7932;-343.6118;-268.9198;78.8893;-9.1641;3.6894
189;28.2492;-144.2884;-45.2149;49.3565;-14.2826;3.8593
190;-64.4994;-253.5716;-147.8041;31.5955;-14.3768;4.9238
191;-44.7870;-219.8949;-120.5865;47.4204;-13.9473;2.6806
192;-37.8873;-231.0226;-119.6073;23.3867;-15.2619;-0.5559
193;23.0006;-173.5607;-62.8951;16.6029;-10.1771;7.3159
194;-8.9008;-198.5997;-91.2535;31.7046;-11.0519;-5.7040
195;104.6978;-94.6544;23.5975;6.0819;-8.6122;-1.9418
196;-177.4950;-372.2170;-251.7429;19.8476;-9.6029;-4.6740
197;265.9249;68.1834;190.5562;1.3692;-15.1823;-4.0510
198;19.1044;-179.2664;-63.8079;2.6616;-16.5198;-1.5274
199;-3.4672;-201.6286;-86.9261;-10.2508;-12.7671;-2.8182
200;-23.3385;-219.5704;-110.0153;-13.9555;-10.9260;-9.0583
201;324.2012;123.7106;234.0553;-7.5521;-8.1989;0.9765
202;28.7028;-166.5910;-71.8396;-25.3693;-5.1566;-0.6545
203;219.1176;46.0254;111.5418;-46.2294;-12.0325;-10.5993
204;-120.0402;-308.8077;-234.3078;-30.5732;-8.2868;-1.3528
205;-19.8087;-149.5250;-98.7043;-76.8280;-0.7908;-3.2627
206;-626.6317;-686.3416;-665.8988;-96.0462;0.8038;4.8038
209;-1000.1585;-1071.1437;-1025.4277;93.8881;9.6241;-2.4837
210;416.9633;322.1721;372.8420;88.9474;6.1113;-3.0714
211;-293.0357;-415.4305;-351.4467;78.5432;8.8165;2.2888
212;182.6194;19.3707;112.6628;58.2930;8.4021;5.6346
213;46.7470;-137.2318;-22.7188;39.6407;2.3152;0.6617
214;-104.6535;-286.4484;-179.6755;41.4991;5.4005;4.5997
215;44.9677;-152.1650;-38.8445;17.3606;10.1810;-3.9247
216;4.1909;-190.1449;-74.0750;23.3168;10.0653;1.6301
217;53.7205;-136.2099;-27.5030;28.0390;12.5545;-5.8396
218;-82.3318;-279.2191;-173.5407;17.5317;13.4740;-2.5543
219;-7.7238;-203.8631;-90.5244;18.1352;9.9528;-4.5435
220;95.3080;-104.5255;2.4350;0.1720;14.4361;0.0641
