Element;X;Y;Z;XY;YZ;XZ
163;26.4802;-54.2849;-18.6741;92.2147;2.7434;7.6759
164;-438.5828;-640.3109;-545.9552;0.6935;1.0531;3.4524
165;-283.8222;-483.8640;-396.3701;9.4947;2.9397;5.6461
166;-188.2546;-380.4964;-291.0233;28.4498;8.9605;8.0434
167;131.7355;-62.3086;25.9215;17.9085;16.2468;13.5877
168;211.8900;15.1790;97.3026;9.7581;18.5727;-2.5584
169;-20.7501;-219.7317;-125.5377;3.3186;16.6037;-3.7228
170;29.3858;-168.4516;-65.6376;-6.2584;16.3100;-10.2177
171;54.8108;-143.7976;-39.6734;-7.6805;11.9587;-11.7162
172;-22.6146;-222.7609;-118.0086;-8.3580;6.2996;-8.7672
173;-51.6434;-250.1529;-149.7195;-14.9966;7.0809;-9.0186
174;-39.4111;-236.7120;-136.9977;-16.2598;4.2199;-10.2817
175;-110.5756;-308.7472;-213.3928;-10.9142;6.4728;-14.3006
176;-51.3471;-245.4724;-153.9179;-24.3454;6.1353;-11.2628
177;-57.8779;-252.1900;-157.8139;-24.7611;0.2041;-8.5980
178;14.9582;-179.9186;-87.0170;-23.6343;-0.1796;-11.4980
179;102.1477;-94.4792;-11.0320;-20.0678;-4.5248;-3.7847
180;178.1114;-11.5929;66.0757;-32.6715;-3.5414;1.0950
181;-7.1515;-189.5389;-108.0652;-42.9855;-1.3635;3.3065
182;-158.1118;-321.8743;-234.1114;-58.8848;-4.5658;1.9989
183;-292.3383;-445.7813;-330.2103;-58.5793;-1.0771;-18.6829
186;-174.4046;-257.7407;-226.7066;91.0788;1.9666;7.1803
187;-345.4370;-543.3725;-468.6681;9.8935;9.9038;-4.6385
188;-95.9490;-290.7749;-227.0899;15.6284;6.3253;5.3363
189;-90.3172;-276.3137;-225.7176;29.6868;1.2940;-8.7953
190;69.2068;-129.3257;-45.3346;16.2723;3.1628;-1.4030
191;-60.9009;-261.9858;-161.2460;9.1861;0.2096;-3.8868
192;-60.9795;-261.7748;-163.6021;-1.5112;0.5849;-5.5300
193;31.4908;-169.4691;-74.0179;-2.0054;0.4428;-5.0270
194;-47.5992;-248.4352;-154.4142;-1.8073;1.6008;-3.0659
195;21.1525;-179.4311;-84.3109;-6.4893;4.6755;-3.9630
196;-45.9532;-245.4724;-152.1573;-12.5876;2.5365;-5.8706
197;26.1867;-170.1802;-82.9979;-17.2790;4.1831;-7.4400
198;-9.9403;-208.0496;-118.2831;-15.6491;3.5804;-4.3018
199;-33.8332;-230.7665;-135.4444;-19.7504;1.8120;-4.1285
200;-14.7296;-211.9142;-117.9283;-16.9752;1.4290;3.0753
201;26.9424;-169.5869;-83.1943;-18.5329;-5.9702;3.9924
202;-152.5980;-351.7159;-244.4455;-11.9225;-5.0065;0.9642
203;7.8216;-189.8623;-77.7002;-16.6653;-2.9137;-6.3429
204;-116.5693;-301.2415;-207.2025;-40.1043;2.1196;-8.2807
205;-43.1086;-199.7865;-123.6250;-63.5451;4.4142;-3.5064
206;-260.3201;-381.5497;-306.3528;-80.2314;-4.2316;0.3873
209;-263.0647;-342.8216;-311.3512;92.6831;0.3186;-2.0530
210;-410.0116;-600.5940;-535.6643;26.7362;-8.2150;6.1917
211;-208.0327;-404.1618;-346.4863;5.7012;-3.5956;-1.5762
212;-85.3200;-273.3997;-192.3751;35.0023;-3.6021;2.8850
213;107.1948;-88.1659;-7.2222;18.2733;-8.1223;13.1766
214;-3.1010;-202.8025;-111.1424;7.5602;-3.2604;12.1658
215;-25.1652;-225.8972;-133.4595;-4.5228;-1.5767;9.5446
216;7.4864;-193.0467;-102.2089;0.6653;-2.1407;5.7442
217;9.7554;-190.3903;-99.1133;-4.6549;-2.4650;7.2440
218;-31.0605;-231.0324;-141.0874;-7.7053;-2.4419;7.0024
219;-37.6954;-237.0530;-145.2810;-12.5194;-0.4666;6.1263
220;5.0484;-193.1614;-94.6280;-17.4148;-2.9939;1.2635
221;-22.8705;-218.5603;-126.1789;-22.0467;1.6580;7.5561
222;-8.3579;-204.6658;-124.3646;-17.1476;7.4551;3.7018
223;-10.1968;-209.1488;-125.7980;-10.2951;1.4992;3.5111
224;16.7106;-182.8280;-88.5022;-11.0762;1.6268;4.2766
225;-87.3174;-284.1190;-201.7739;-17.8442;5.0591;-0.5903
226;14.2407;-181.0466;-90.3071;-24.3811;3.4247;0.4260
227;56.3726;-124.7577;-27.3849;-44.5406;1.9482;-1.7824
228;-173.6438;-339.2248;-260.7123;-56.7887;-0.9932;-11.0465
229;-37.1170;-133.5200;-92.8631;-88.6302;-3.2583;-0.2223
232;-5.6556;-80.1683;-57.6823;92.5349;-0.6537;-7.4934
233;-429.5230;-628.1031;-538.5376;12.7207;2.8712;-12.1752
234;-156.1104;-357.9648;-253.7021;-1.9946;-2.1392;-3.1250
